DATE,GDP,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA
6/1/2006,132.1337326,6964,4320,13569,99.56,94.98,97.29,105.9,99.71,810.4243,205415,148384,6928.632,1938.259,6523.23,12772.337,291.4584317,2.1643,167620322,131707905.7,594170405.2,35072.80952,254,92051.87088
7/1/2006,136.7246893,6893,4231,13697,116.47,104.3,136.32,112.6,106.64,1312.7943,202943,165807,6949.625,1962.899,6551.315,12824.455,291.6915984,2.1762,170109595,133204580.3,598657003.7,36301.95238,223,85217.47302
8/1/2006,136.7246893,6940,4408,14164,115.55,117.33,124.07,115.39,111.06,1082.3269,221843,178508,6978.413,1978.182,6581.507,12889.123,292.6833498,2.1388,171003430,136031715.4,600964848.8,36923.30435,223,85045.3387
9/1/2006,136.7246893,7128,4512,13825,105.4,105,114.56,100.13,102.53,880.4478,188600,159368,7060.394,1990.752,6627.888,12943.675,292.6833498,2.1742,174233250,142846521.6,605396817,36173.35,233,91613.24044
10/1/2006,136.3720893,7182,4582,13953,106.56,114.06,108.43,107.84,105.95,889.3173,207656,175255,7106.196,1991.475,6683.526,12999.451,292.4784715,2.143,176209350,144761729.9,615099064.3,38627.7619,223,91978.15824
11/1/2006,136.3720893,7439,4768,13990,101.03,113.26,100.47,105.01,100.12,767.6137,208897,182732,7079.365,1980.985,6770.953,13036.069,293.1219241,2.1668,180118515,151520982.7,629488061.9,41198.84211,223,87153.09456
12/1/2006,136.3720893,7367,4952,13767,102.91,95.37,92.58,109.35,107.21,524.9598,177689,204843,6963.989,1945.139,6788.322,12969.117,294.1771631,2.138,187864030,173545332.6,651976973.8,43316.26316,192,116793.0903
1/1/2007,134.8358482,7710,4942,13592,92.92,110.56,92.91,104,89.62,555.3985,190778,152931,6696.089,2063.882,6840.796,13813.792,294.4125048,2.1247,189734962,155196242.1,636240370.7,43442.57143,190,98010.86537
2/1/2007,134.8358482,7393,4924,13684,86.15,94.59,85.54,87.39,85.68,613.011,190518,146765,6724.186,2069.628,6854.335,13890.161,294.1180923,2.1182,192044825,153376659.1,637253254.4,45163.44444,195,85167.14882
3/1/2007,134.8358482,7594,5099,14276,107.21,125.05,105.67,92.79,111.86,997.0666,234951,193450,6762.793,2087.168,6868.213,13952.356,294.7063285,2.0504,194873228,155404081,640759167,43999.18182,167,91780.67734
4/1/2007,140.7716545,7729,5287,14511,102.5,103.41,116.28,89.5,98.06,1279.655,212376,179320,6863.502,2117.984,6906.217,14039.043,297.1818616,2.0339,197639653,156299034.9,647231023.4,48051.85,156,100082.4519
5/1/2007,140.7716545,7491,4864,14558,110.52,120.28,120.38,103.47,107.19,1276.3692,241844,211103,6919.371,2132.063,6923.441,14081.778,298.9055164,1.9289,200246408,157784748.7,654437795.1,51225.90909,142,91478.81462
6/1/2007,140.7716545,7204,4587,14582,105.31,113.41,108.04,101.1,105.16,1275.2786,232836,198791,6945.982,2150.63,6952.774,14119.459,298.6365015,1.9262,203955119,163984495.3,667632398.4,53644.95,160,98805.27074
7/1/2007,144.7507729,7071,4487,14569,111.2,128.97,127.89,104.78,104.27,1365.8656,253138,217365,6972.918,2169.665,6981.975,14161.491,298.6066378,1.8776,208214262,166657789,673710232.7,56199.57143,208,97495.71293
8/1/2007,144.7507729,7345,4520,14860,116.83,137.14,130.99,111.78,110.09,1398.2567,263924,235256,7009.626,2195.96,7019.807,14222.474,300.4281383,1.962,212971473,170200822.5,689603244.2,52162.3913,195,97151.16177
9/1/2007,144.7507729,7449,4787,14866,109.07,127.47,111.41,98.97,111,1253.6462,241700,204026,7118.799,2226.761,7071.971,14297.5,301.6598937,1.8389,218432219,175007320.6,703702446.3,56361.68421,173,97790.00264
10/1/2007,145.4268345,7512,4882,14952,117.95,145.98,133.78,115.78,109.79,1591.591,283405,244451,7176.562,2248.967,7137.04,14367.608,302.8966992,1.744,221168739,178147876.9,714108764.8,62680.45455,167,105939.6761
11/1/2007,145.4268345,7768,5106,15025,103.66,137.58,100,104.35,105.62,1049.9172,262729,237015,7172.464,2257.307,7237.871,14429.96,304.1385757,1.7837,225354951,187692543.8,726844356.4,62447.42105,220,104928.098
12/1/2007,145.4268345,7618,5162,14893,102.57,119.62,109.04,94.7,100.44,812.2869,217025,242240,7030.572,2231.884,7267.365,14371.937,307.2103753,1.7713,234671897,230630781.6,773102913.6,63469.22222,221,129719.7078
1/1/2008,143.1382363,8134,5228,13793,93.55,138.54,87.33,104.08,93.77,783.2353,242456,214959,7089.862,2272.135,7254.297,14419.873,309.9138266,1.7603,237490432,190075845.7,748930434.8,59644.80952,255,117601.0266
2/1/2008,143.1382363,7959,5190,13967,89.86,129,82.42,97.25,91.49,774.8858,239214,200844,7138.703,2300.34,7269.733,14510.695,312.3621459,1.6833,240438780,184149034.5,752283513.1,62482.72222,265,93749.40187
3/1/2008,143.1382363,7694,5242,14655,86.45,121.45,78.55,79.59,92.94,1164.4762,268285,232147,7180.284,2335.135,7290.824,14604.747,315.29835,1.7491,242582015,184153689.8,773621883.2,61541.3,284,98459.67702
4/1/2008,149.6911206,7755,5206,14525,93.81,123.39,96.18,85.29,94.66,1992.0449,283294,261246,7261.193,2368.866,7327.418,14706.84,320.8791308,1.6872,242699018,187348775.3,808632464.9,64235.7619,218,109757.9198
5/1/2008,149.6911206,7934,5091,14791,123,152.87,163.47,116.08,100.95,2420.2462,274542,242010,7294.624,2398.65,7359.17,14764.064,327.7138563,1.6294,245170731,183976891.7,839305683.6,71209.1,181,95911.26291
6/1/2008,149.6911206,7621,4829,14781,111.33,152.57,130.66,93.75,103.94,1955.9542,292422,256005,7341.655,2437.626,7410.448,14838.367,333.2522205,1.5919,248087169,186949292.5,863686681.2,67233.57143,228,104948.0648
7/1/2008,154.8555512,7654,4791,15154,116.82,158.83,132.87,123.59,105.2,2387.9148,305384,288141,7374.918,2474.555,7437.322,14894.426,337.7178002,1.5666,251930707,186394692.8,911475428.6,59773,226,110145.0566
8/1/2008,154.8555512,7881,4984,15412,110.05,162.63,127.58,111.14,99.36,1763.0437,299556,244771,7420.626,2512.229,7494.428,14989.431,340.6221733,1.6344,255225913,187384707.9,956025685.7,55455.7619,240,100629.393
9/1/2008,154.8555512,7816,5104,15180,113.93,160.87,121.35,108.14,111.97,1601.3807,286610,268686,7530.436,2546.852,7550.215,15092.945,343.244964,1.9143,258397675,195612717.2,994842089.9,50594.18182,331,103682.191
10/1/2008,146.9224013,8120,5261,15386,107.37,167.13,120.93,111.36,96.96,1345.5266,280178,239236,7536.692,2549.933,7606.397,15127.769,349.6293204,2.1153,259940515,189988877.6,1019023095,38142.34783,449,115168.5154
11/1/2008,146.9224013,8238,5501,14773,93.32,132.1,99.29,89.98,91.19,1073.6228,187374,177823,7453.393,2526.96,7685.175,15166.794,349.5943574,2.3331,264128859,198042244.4,1039665921,35907.78947,489,103634.0824
12/1/2008,146.9224013,7943,5386,13417,95.16,124.24,104.06,77.73,94.45,1099.6174,91314,194486,7185.727,2443.403,7667.36,15019.41,347.0423186,2.337,271156743,222871994.2,1077775226,37557.35,428,124305.0494
1/1/2009,139.6656265,8605,5368,11924,71.02,109.58,82.63,85.57,57.87,885.5591,180242,197454,7131.518,2455.791,7616.709,15022.472,343.0166277,2.3162,272499566,196037592.7,1059322144,39568.09524,409,110679.4572
2/1/2009,139.6656265,8149,5443,12337,72.12,87.78,85.24,73.46,63.38,794.9975,196546,199366,7074.838,2459.862,7607.746,15092.983,342.0218795,2.3784,274852749,194334655.9,1065212980,40174.05556,421,83207.37708
3/1/2009,139.6656265,8490,5698,13049,88.9,113.98,107.84,80.12,77.74,1499.6096,266162,271442,7039.803,2477.03,7598.367,15147.594,338.0544257,2.3152,275496475,192457389.5,1064810764,39484.72727,425,98530.81188
4/1/2009,146.3934487,8472,5686,13200,93.62,99.59,131.69,86.5,69.97,2012.5409,244700,234390,7040.093,2492.356,7604.843,15209.605,336.09371,2.1783,276043847,194600530.4,1068821625,45217.5,355,103162.8841
5/1/2009,146.3934487,8188,5248,12976,91.37,108.46,126.95,89.34,69.53,2132.0186,262452,246978,7040.18,2510.609,7620.496,15253.867,335.0182102,1.973,279463482,195880060.4,1082118340,50892.95,294,90918.99405
6/1/2009,146.3934487,7909,5031,13217,105.96,111.59,149.89,100.74,79.36,3022.0693,276445,300157,7042.453,2530.304,7639.465,15274.458,331.7685335,1.9516,283038102,202588007.9,1103072830,52061,284,97661.82279
7/1/2009,153.0551229,8105,4997,13611,103.14,126.1,140.46,105.7,78.98,1872.4749,271385,285416,7058.83,2564.425,7668.52,15301.167,329.4793307,1.8726,291041246,198677899.1,1106413052,52068.13636,265,102664.8437
8/1/2009,153.0551229,8403,5129,14061,100.06,120.81,133.82,108.52,76.05,1820.0775,284904,258129,7122.533,2606.425,7727.803,15388.138,329.80881,1.8864,295603406,202929874,1112486421,56662.80952,271,94244.5211
9/1/2009,153.0551229,8417,5304,14227,96.88,140.36,116.23,104.12,82.2,1442.5962,263767,308718,7243.098,2640.467,7779.709,15452.017,331.8866055,1.7781,300498349,210410862.7,1130524023,59195.14286,234,92433.55402
10/1/2009,154.745024,8526,5493,14552,97.78,142.58,117.03,111.62,82.38,1013.1494,306291,294466,7314.793,2667.581,7850.74,15522.441,331.8202282,1.744,302983247,210472801.1,1126267187,63988.42857,240,118576.1383
11/1/2009,154.745024,8636,5764,14415,85.9,134.17,93.82,98.54,76.5,791.454,282512,251697,7351.604,2687.518,7969.314,15609.022,331.587954,1.7505,309223991,221014336,1141021336,65999.84211,231,123110.3266
12/1/2009,154.745024,8877,6095,14229,95.18,137.03,97.58,93.37,94.25,826.7509,240594,293027,7189.378,2635.221,7978.288,15517.706,331.6542716,1.7412,319631931,249898486.1,1176034867,68102.5,192,127806.0609
1/1/2010,152.5275562,9235,5851,13425,74.45,128.46,82.63,80.13,66.62,681.9963,233395,213312,7255.406,2692.829,7973.46,15572.014,336.1979351,1.8748,323908655,227569484.9,1155301354,68577.68421,234,123956.4749
2/1/2010,152.5275562,8912,5885,14078,79.83,130,96.48,81.91,67.63,850.0069,236614,220957,7314.213,2729.92,7985.848,15665.51,340.7366072,1.811,326604361,225199997.8,1158583105,65937.16667,215,93488.36005
3/1/2010,152.5275562,9153,6162,14766,102.43,166.75,136.74,90.21,83.66,1840.7023,318011,353738,7383.905,2770.832,8017.339,15776.145,340.5662389,1.781,328636026,229891567.6,1173683553,69069.86957,185,103029.7731
