DATE,GDP,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA
1/1/1996,96.83968362,5851,2951,8753,34.46,52.16,22.82,53.76,33.56,115.914,100946,105226,5982.422,2015.581,4730.099,10299.511,100,0.9786,64902724,23481820,175037084,48309,760,42102.3331
2/1/1996,96.83968362,5742,3007,9278,33.81,51.17,21.56,45.53,36.25,109.438,121248,123172,5951.516,2017.003,4720.066,10308.072,100.03,0.9842,65233099,23095259,174828178,52663.10526,863,38945.85196
3/1/1996,96.83968362,5845,2956,9204,34.02,59.07,21.92,42.55,36.26,180.2097,136019,140737,5922.355,2020.226,4710.568,10306.57,99.879955,0.988,65267819,22985492,175383395,49296.71429,840,54428.61606
4/1/1996,100.1194675,5876,3041,9539,42.08,61.83,37.31,55.51,39.86,379.7159,130698,136759,5934.785,2030.111,4716.401,10331.354,100.2495108,0.9925,65114540,23276407,173647972,50170.85,763,41601.87886
5/1/1996,100.1194675,5676,2885,9623,44.35,64.43,38.06,58.86,42.23,329.6451,142309,151333,5970.066,2037.631,4727.189,10350.637,100.4800847,0.9984,64692969,22761723,172226628,54828,748,42501.10547
6/1/1996,100.1194675,5628,2797,9833,37.87,63.32,35.18,52.72,34.43,287.6253,121143,129247,5981.711,2042.088,4744.997,10357.414,100.871957,1.0044,64510539,23513221,173468300,57864.73684,687,41610.13048
7/1/1996,107.5617733,5547,2647,9655,44.06,75.8,38.16,63.73,41.01,332.1776,153931,155654,5978.544,2045.562,4743.8,10360.473,101.0030906,1.0112,64278981,23107137,172412324,62722.47826,681,43254.9929
8/1/1996,107.5617733,5679,2796,10390,43.55,72.54,38.03,62.14,40.9,351.0294,161906,166051,5971.993,2045.417,4743.645,10365.96,101.4475042,1.0169,64236000,23477144,173006068,62497.5,610,42751.98095
9/1/1996,107.5617733,5769,2813,10187,40.99,72.78,34.27,62.19,38.24,266.9427,146060,161595,5989.462,2044.441,4749.235,10375.149,101.7822809,1.0215,64726913,25143255,176993375,64349.85714,533,44733.30461
10/1/1996,104.3145295,5836,2881,10031,42.05,85.45,35.77,60.65,39.77,337.3441,148219,162308,5987.049,2038.292,4750.355,10359.381,101.9858455,1.0276,65754075,23171129,179182481,66273.09091,594,45014.37139
11/1/1996,104.3145295,5838,2997,10076,39.12,75.38,29.99,58.13,37.87,251.6394,141674,160074,5957.158,2026.043,4767.279,10339.256,102.3529946,1.0332,67558050,24383240,182157237,66118.3,546,44625.46792
12/1/1996,104.3145295,5764,2993,9947,38.24,88.31,25.65,51.78,40.19,207.0245,118982,138632,5863.864,1999.975,4741.078,10267.387,103.6733482,1.0394,72652001,29807483,188734369,68547.42857,523,65620.77718
1/1/1997,100.1327864,6522,3309,9455,37.48,40.21,26.22,61.55,36.69,211.6924,124889,134826,5851.775,2005.991,4717.885,10259.14,104.0465722,1.0461,77130334,33123796,189274171,76022.27273,437,45723.84349
2/1/1997,100.1327864,6176,3219,9840,31.31,67.61,19.87,40.72,33.73,228.1319,136323,146106,5849.377,2007.177,4713.449,10265.362,104.4107352,1.0515,78711825,36236904,192906132,86427.33333,419,43603.72506
3/1/1997,100.1327864,5993,3121,9488,37.82,75.95,32.87,44.16,37.18,447.5262,153164,169144,5852.238,2016.519,4723.645,10291.76,104.5673513,1.0593,80034278,37448610,195738732,9241,469,48348.07109
4/1/1997,104.8791493,6050,3134,9945,45.31,87.54,47.22,56.59,39.71,771.6228,172391,183864,5873.953,2030.934,4739.219,10315.162,104.9856207,1.0638,80883307,36298117,195848416,9596.190476,457,49700.87972
5/1/1997,104.8791493,6059,3100,10304,45.31,78.25,48.7,51.55,39.67,795.4549,162310,175250,5912.328,2037.877,4761.14,10338.347,105.1535977,1.0717,81791649,36860743,198244959,10597.9,404,45516.55724
6/1/1997,104.8791493,6069,2970,10045,47.05,84.06,46.76,55.5,42.99,640.8135,170685,179299,5923.126,2044.606,4787.152,10359.446,105.4795739,1.0769,82927443,37841978,205191931,11933.66667,392,45764.80905
7/1/1997,109.4885052,5981,2956,10285,51.51,95.52,51.13,63.7,46.72,738.6537,160400,172335,5911.152,2047.124,4788.526,10357.775,106.0491636,1.0834,83626270,35906316,204296617,12750.73913,375,49200.0653
8/1/1997,109.4885052,6025,3072,10685,49.79,88.21,40.99,62.21,50.3,586.7688,173863,179897,5899.796,2047.622,4795.644,10371.721,106.0809783,1.0916,85063780,37775700,209695447,11636.95238,387,45919.49297
9/1/1997,109.4885052,6151,3151,10441,45.15,90.2,32.99,59.22,46.59,389.7076,182952,187828,5916.161,2055.004,4803.924,10389.463,106.2719241,1.0964,86591725,39116753,217061918,11395.40909,360,47747.07513
10/1/1997,108.214347,6335,3303,10567,47.95,92.71,31.49,59.07,52.51,337.8737,192829,189022,5904.34,2056.921,4818.048,10402.329,106.4844679,1.1031,88145782,39284420,222660888,11898.04348,677,50100.31083
11/1/1997,108.214347,6398,3434,10727,39.32,86.37,24.06,48.87,43.97,233.7654,130140,128669,5857.474,2050.109,4833.662,10399.716,106.8145698,1.1098,93941895,40023882,230699363,9168.2,572,47916.91653
12/1/1997,108.214347,6330,3428,9935,44.99,85.51,24.12,63.75,50.29,228.012,101255,97218,5730.716,2013.471,4806.647,10328.525,106.9213844,1.1164,98211258,47362722,239775207,9725.772727,521,66687.36667
1/1/1998,101.1416992,7178,3735,9545,38.61,76.6,26.13,62,38.47,193.4679,110243,114705,5681.6,2022.156,4780.49,10310.964,107.19938,1.1237,100628943,42619626,241755357,9658.333333,546,55426.04724
2/1/1998,101.1416992,6518,3486,9722,37.38,65.89,21.25,47.3,42.84,228.1079,105964,109673,5651.489,2024.623,4769.576,10318.423,107.2958594,1.1304,98600976,42820595,243452578,10270.66667,495,48374.88288
3/1/1998,101.1416992,6650,3468,9609,43.33,87.64,30.15,52.78,46.63,299.0306,141749,153318,5633.969,2032.297,4759.879,10326.135,107.3924257,1.1374,98108163,41922152,244425419,11525.90909,443,53943.39417
4/1/1998,106.4624609,6675,3608,10400,47.52,79.54,44.57,55.8,44.9,630.2048,137785,143968,5644.839,2044.046,4770.177,10349.694,107.3065117,1.1443,97850781,42274904,242189887,11823.73684,467,50637.47262
5/1/1998,106.4624609,6591,3422,10367,48.37,80.72,48.49,49.97,45.51,617.7358,160231,154590,5658.122,2051.243,4782.639,10374.663,107.4352796,1.1505,98234213,42502086,243612653,10568.2,576,44999.4332
6/1/1998,106.4624609,6227,3193,10168,51.57,81.28,50.54,65.07,46.62,569.324,146151,143617,5657.011,2054.281,4783.528,10382.055,107.6286631,1.1569,99703658,44060070,247305992,9793.190476,663,45904.10301
7/1/1998,109.877846,6320,3161,10351,52.85,93.31,49.72,66.12,49.47,527.7122,126825,114405,5620.314,2059.273,4780.961,10391.889,107.39188,1.1634,101146464,43981738,247646602,10520.78261,608,51550.87327
8/1/1998,109.877846,6443,3352,10723,42.98,72.18,41.34,48.71,40.72,461.7544,134224,165523,5616.439,2064.109,4788.8,10408.686,107.1448787,1.1769,102317106,44308331,248168301,8428.095238,1421,52552.24785
9/1/1998,109.877846,6679,3481,10510,49.85,101.72,45.95,63.26,46.91,498.8101,134540,128466,5614.104,2052.483,4787.789,10413.413,106.8127296,1.1856,104162810,43933681,245774199,6388.52381,1326,49493.97321
10/1/1998,106.6619717,6711,3478,10425,44.4,94.05,35.94,60.74,43.38,351.4498,92855,101326,5597.582,2033.21,4791.406,10393.01,106.7272794,1.1932,105773764,43031345,247229516,6696.285714,1192,48950.87936
11/1/1998,106.6619717,6642,3538,10343,40.88,80.94,30.08,56.25,41.35,269.0176,79643,100166,5550.9,2005.909,4795.702,10368.478,106.4604612,1.2012,107168486,46117494,251309991,8255.7,975,45889.28125
12/1/1998,106.6619717,6705,3622,9815,43.4,75.81,31.08,63.34,44.02,269.1932,59650,105195,5430.047,1949.27,4748.751,10251.802,106.7053202,1.2087,108442384,50707266,254965130,7254.772727,1231,68079.94878
1/1/1999,101.918131,7190,3806,9257,33.21,62.63,24.53,55.99,31.16,201.3241,81902,93410,5412.111,1942.997,4738.776,10257.531,108.6473571,1.9832,109360150,49957188,254930105,7010.5,1507,50887.21143
2/1/1999,101.918131,6745,3661,9441,37.77,52.68,28.73,57.82,36.76,266.6447,78103,43012,5381.058,1921.993,4719.173,10251.267,115.1336043,2.0648,111432305,47817257,259568056,8837.611111,1376,57160.26159
3/1/1999,101.918131,6841,3687,9762,45.54,69.7,34.72,64.88,43.96,368.8047,114873,143191,5358.915,1902.695,4694.958,10232.792,118.7142594,1.722,112363679,45497048,260900171,10170.04348,1041,57084.82752
4/1/1999,106.0358241,7115,3929,10512,45.22,62.83,41.42,57.11,42.33,505.8482,109148,125455,5382.798,1898.279,4688.413,10244.068,120.0319876,1.6607,112524501,44075657,257075021,11193.42105,873,54213.4589
5/1/1999,106.0358241,6587,3521,10215,53.97,69.45,54.45,73.05,47.07,537.472,114047,115192,5417.072,1899.229,4704.175,10269.539,120.8842148,1.724,113364448,44052226,258344677,11729.95238,1066,48275.82108
6/1/1999,106.0358241,6642,3449,10411,53.15,77.15,48.68,75.43,48.46,439.1232,116990,107259,5438.176,1898.638,4717.979,10281.886,121.9600843,1.7695,112787044,45939541,260973090,11359.2381,957,52773.89625
7/1/1999,109.2007423,6611,3413,10467,50.85,69.97,48.37,66.7,46.24,407.3743,115312,113304,5442.495,1892.511,4720.804,10282.006,124.7163822,1.7892,112300916,48011511,260036100,11271.40909,1053,61229.67089
8/1/1999,109.2007423,6581,3483,10804,52.98,75.91,47.27,66.12,50.7,375.1046,129287,122756,5451.742,1888.442,4724.271,10298.983,127.3977844,1.9159,111709814,47508989,259187285,10181.22727,1124,51156.85672
9/1/1999,109.2007423,6795,3618,10750,52.13,73.14,46.11,68.91,49.79,354.1582,130444,127084,5483.377,1886.614,4726.849,10307.052,130.0221788,1.9223,110964424,46988943,257450042,11313.09524,984,60161.67596
10/1/1999,108.9740093,6674,3590,10742,52.65,75.54,42.96,72.32,51.39,283.8135,109990,92360,5515.311,1881.4,4743.969,10309.804,132.8176556,1.953,110498341,48580640,259628490,11307.5,851,56543.96434
11/1/1999,108.9740093,6715,3683,10864,48.72,77.47,37.6,63.7,48.79,268.559,108670,87227,5515.963,1868.793,4773.696,10320.881,135.6068264,1.9227,110695593,51580026,262754640,13120.8,806,57121.10244
12/1/1999,108.9740093,6797,3749,10667,56.61,74.99,39.96,85.17,56.59,255.173,81211,86703,5444.946,1836.128,4763.327,10266.703,136.9222126,1.789,111406674,62744441,274769738,15210.52174,636,74418.00351
1/1/2000,106.4032473,7230,4083,10024,41.19,58.38,30.03,60.43,41.05,173.3727,92704,89216,5457.141,1845.467,4764.903,10273.044,138.2640503,1.8024,112685736,56633254,269834203,16928.19048,758,59755.81561
2/1/2000,106.4032473,7001,4016,10388,49.26,70.65,29.65,66.84,53.01,193.1435,126595,112595,5479.863,1847.935,4765.925,10308.692,139.2872042,1.7685,111879544,54038049,261493972,17803.57143,688,55083.99093
3/1/2000,106.4032473,7099,4099,10769,52.97,76.62,37.53,62.13,57.1,258.1622,130730,117823,5494.369,1843.764,4775.247,10323.514,140.1229275,1.7473,111304745,53255346,261426958,18054.90476,679,63885.24899
4/1/2000,110.254362,6962,4065,10942,49.91,68.43,45.81,55.11,49.29,448.6126,129116,116950,5525.629,1853.525,4796.711,10374.929,140.5713208,1.8067,110935779,53668551,259792946,15909.63158,742,58094.38687
5/1/2000,110.254362,6910,3931,10882,59.42,81.58,55.94,60.49,55.88,510.9322,144738,129723,5568.071,1856.444,4811.631,10394.455,141.5834343,1.8266,110441693,52976100,259849804,14693.72727,792,57217.45161
6/1/2000,110.254362,6737,3736,11216,57.43,78.52,52.8,58.64,56.91,486.2172,145172,124682,5583.367,1863.47,4830.541,10424.417,142.4895683,1.8,111044994,54696730,260097175,16457.52381,722,58836.19956
7/1/2000,114.1853075,6731,3756,11049,58.14,83.13,53.77,64.38,56.94,471.0966,141751,125791,5604.871,1870.23,4846.937,10458.664,146.0233096,1.7748,111006663,57077894,262669758,17086.66667,712,59517.12995
8/1/2000,114.1853075,6759,3650,11271,63.22,94.33,60.83,69.28,59.53,568.5365,161503,142446,5627.363,1875.877,4860.19,10499.489,148.5057059,1.8234,110716139,56626345,264098974,17169.86957,672,59565.40365
9/1/2000,114.1853075,6985,3886,11094,54.7,86.33,43.74,62.02,56.51,327.8422,141474,130591,5675.196,1879.062,4880.744,10544.479,149.5006941,1.8437,109494425,59451342,264758892,16647.05,705,58229.76325
10/1/2000,113.9841022,7126,4014,11350,54.91,86.17,46.12,59.83,56.63,307.9638,140295,131235,5698.635,1882.378,4905.46,10568.611,150.1734472,1.909,108731594,60166406,265690888,15043.95238,758,61766.26259
11/1/2000,113.9841022,7053,4190,11422,52.1,85.92,44.44,65.35,51.44,247.3786,128920,134893,5705.988,1869.695,4945.02,10589.956,151.0294359,1.9596,109260188,63052800,271618418,14407.2,829,62612.95295
12/1/2000,113.9841022,7021,4201,10873,54.29,82.08,35.94,66.86,58.22,157.4162,122850,133536,5637.809,1834.496,4938.799,10550.631,152.7662744,1.9554,111936098,74352468,283784809,14742.2,749,77932.04367
1/1/2001,110.1008562,7357,4288,10426,52.62,85.35,43.97,76.64,48.14,170.5451,116359,122184,5661.856,1840.262,4929.796,10564.557,153.9578513,1.9711,112272264,66549099,276497688,17149.59091,677,68779.15027
2/1/2001,110.1008562,7266,4393,10856,48.14,69.32,37.35,56.02,48.53,163.6173,135125,132323,5674.238,1843.146,4935.063,10609.916,154.4351207,2.0452,112831871,68309887,279762508,16595.94444,753,55673.44552
3/1/2001,110.1008562,7423,4358,10892,60.18,95.8,49.34,67.91,60.88,323.7561,172563,164995,5674.564,1845.32,4932.709,10644.188,154.8520955,2.1616,112398663,66032790,278378236,15329.5,811,61668.21746
4/1/2001,112.8189395,7382,4480,11307,57.19,81.19,59.7,54.88,54.54,495.2276,159963,154819,5703.619,1859.952,4959.785,10697.074,155.5953856,2.1847,112749025,65811791,279598547,14431.7,812,65645.09913
5/1/2001,112.8189395,6948,4149,11338,65.05,90.75,73.93,61.51,60.51,605.8953,181201,161748,5735.305,1862.178,4978.479,10725.561,156.3578029,2.36,113891734,65461974,283478495,14692.77273,858,64142.68108
6/1/2001,112.8189395,5919,3537,10662,61.42,82.97,73.69,54.85,56.03,624.5664,153120,138138,5744.731,1861.716,4996.187,10743.345,158.843892,2.3049,114874366,66395565,289058653,14871.35,847,64722.87008
7/1/2001,114.7119253,5076,2932,9178,60.2,85.39,68.5,66.28,54.4,501.0624,142411,125818,5742.485,1860.986,5010.497,10781.544,161.8460416,2.4313,115508724,67328517,290466494,13943.13636,972,64848.61476
8/1/2001,114.7119253,5091,2945,9520,70.19,91.22,75.8,85.51,59.52,644.7213,139972,131950,5743.499,1856.553,5028.931,10821.41,163.545425,2.5517,116060597,67571709,295618891,13443.56522,954,64517.515
9/1/2001,114.7119253,5243,3172,9586,58.54,72.73,65.43,63.82,52.47,494.0089,127346,101296,5776.155,1852.771,5058.348,10858.501,164.7720157,2.6713,116737768,68485780,296574994,11011.26316,1165,60850.7113
10/1/2001,113.3779327,5185,3266,9566,62.9,83.54,65.12,80.53,57.22,377.1001,117198,111787,5802.146,1848.745,5095.767,10887.283,167.9685928,2.7071,116399422,67524432,295900745,10963.36364,1163,67339.9018
11/1/2001,113.3779327,5391,3412,9686,57.11,77.78,51.56,72.96,55.03,264.3201,124740,129783,5803.439,1836.014,5148.131,10907.351,169.0603887,2.5287,117676131,70243399,301950848,12812.3,976,63563.08499
12/1/2001,113.3779327,5341,3501,9521,55.72,64.01,51.16,72.96,53.53,215.906,104524,126441,5741.631,1801.092,5148.604,10861.593,168.5193954,2.3204,120030423,83706703,321612169,13334.3,863,78345.58463
1/1/2002,110.6259483,5771,3639,9431,51.41,70.3,42.46,69.25,43.66,162.9073,116830,114681,5756.651,1803.058,5150.901,10879.768,167.9801333,2.4183,120034058,74849151.18,314642869.1,13389.22727,866,80238.75904
2/1/2002,110.6259483,5703,3708,9919,47.22,64,40.99,59.02,46.17,169.9115,116000,97521,5765.606,1805.159,5161.891,10917.789,168.5848618,2.3482,120495519,74248913.97,315513645.7,13226.22222,785,65662.88642
3/1/2002,110.6259483,5818,3696,10362,55.68,70.02,53.04,60.95,53.8,253.0788,143887,123783,5789.248,1808.655,5172.774,10955.026,168.6522958,2.3236,120786602,73578126.28,324413321.3,13901.25,718,64503.88122
4/1/2002,115.4117473,6259,3959,10762,59.56,77.74,64.48,62.66,55.52,421.4018,152334,138839,5833.852,1819.16,5191.196,11006.645,170.8447756,2.3625,120419316,75179774.94,323105595.4,13343.31818,849,70217.65438
5/1/2002,115.4117473,6215,3903,10920,56.76,75.46,59.49,57.73,54.06,332.4044,144526,123208,5859.544,1816.24,5209.812,11039.088,173.2707714,2.522,120908896,74243469.88,325447713.1,12500,981,67395.11194
6/1/2002,115.4117473,6003,3631,10898,50.6,62.63,44.69,53.7,51.14,306.0317,130458,107594,5870.122,1817.697,5236.523,11071.534,176.2856828,2.8444,126974870,80202505.14,342348204.4,11685.25,1548,64153.74838
7/1/2002,119.5008144,5820,3450,10720,78.54,91.33,101.23,98.7,63.8,625.4642,133240,124804,5871.168,1819.774,5255.662,11084.247,180.2168536,3.4285,131996166,83436794.24,353829027.4,10321.30435,2341,74670.15145
8/1/2002,119.5008144,6035,3625,11024,73.57,74.51,84.89,92.89,64.02,499.874,127173,126624,5888.625,1822.494,5282.242,11123.158,184.7222749,3.0223,136876680,86245564.24,369568448.8,9790.954545,1630,67319.50554
9/1/2002,119.5008144,6026,3692,10893,82.2,70.81,115.29,100.09,63.42,988.7195,140896,129695,5962.873,1828.407,5330.329,11174.141,190.3378321,3.8949,138721221,89019005.05,376113262.3,9643.52381,2395,78325.46423
10/1/2002,119.2425516,6179,3822,11000,81.76,75.18,91.02,108.71,71.31,594.2646,157227,140380,5979.612,1826.778,5367.874,11195.128,199.7785885,3.645,139529472,89743774.48,382645357,9179.434783,1742,77270.45857
11/1/2002,119.2425516,6449,4056,11040,65.24,68.66,65.33,85.45,60.19,340.3208,148960,123296,5968.43,1815.546,5426.144,11204.841,213.862979,3.6365,140309022,92809490.05,385987568.2,10029.8,1606,71213.9791
12/1/2002,119.2425516,6383,4074,10659,67.88,59.95,61.65,78.49,67.84,300.9066,122259,128155,5902.801,1771.682,5431.865,11147.395,220.6638218,3.5333,140895698,108248260.4,397022802.2,10890.47619,1446,82733.41913
1/1/2003,113.5763737,6786,4182,10345,60.33,63.29,57.55,91.06,54.24,207.5763,132208,112312,5929.411,1765.941,5429.03,11158.933,226.4893467,3.5258,141282812,93182130.14,387993585.6,11485.63636,1319,77278.28414
2/1/2003,113.5763737,6518,4153,10471,61.9,65.22,58.59,76.61,59.68,211.334,141129,118175,5931.684,1758.618,5443.032,11208.669,230.8152932,3.5632,140814916,91833277.02,390709848.5,10350.45,1182,65784.68788
3/1/2003,113.5763737,6618,4221,10565,63.68,62.64,67.67,67.02,60.11,428.8648,127486,102723,5943.877,1745.202,5437.581,11220.052,236.7241647,3.3531,139704831,88124395.49,384924610.2,10917.31579,1048,62180.66169
4/1/2003,116.3133927,6228,3948,10850,70.66,68.44,83.46,65.56,65.23,746.6153,130783,108731,5992.643,1746.164,5455.787,11254.499,237.8604407,2.8898,138719211,85758011.55,382271981.3,12085.95,822,71298.13717
5/1/2003,116.3133927,6354,3938,10750,78.59,66.95,94.32,84.46,70.09,874.4848,141857,106865,6022.263,1746.562,5470.964,11284.473,235.1250456,2.9656,138432053,84601462.66,385269956.2,13090.95238,799,67739.46548
6/1/2003,116.3133927,6165,3711,10788,72.05,61.37,84.53,81.48,63.67,674.0645,124511,100276,6030.833,1751.118,5493.186,11308.13,232.2800326,2.872,138247439,86793768.15,383135139.6,13490.3,801,61872.45659
7/1/2003,120.2491055,6058,3667,10818,74.23,70.26,75.12,88.29,71.24,553.7861,130930,113755,6021.073,1754.622,5500.848,11316.36,230.7469843,2.9655,138812245,85404355.63,385590524.4,13552.26087,801,69855.67354
8/1/2003,120.2491055,6175,3720,10793,78.43,64.38,84.33,94.39,71.81,715.3016,130353,100783,6040.162,1757.682,5526.048,11357.792,231.4161506,2.9665,139451139,85667886.3,387729443.7,13999.71429,703,63277.77267
9/1/2003,120.2491055,6095,3686,10855,88.59,79.36,97.22,96.51,82.25,733.4188,155901,125062,6113.337,1764.656,5560.632,11413.333,232.3418152,2.9234,139195378,86778403.24,388898309.4,16093.95455,698,65220.32939
10/1/2003,119.9445468,6378,4001,11215,91.32,87.5,97.95,98.89,86.43,778.6382,161223,140749,6129.546,1768.659,5597.041,11445.752,232.7600305,2.8562,139129359,86859466.13,386864934.7,17778.69565,605,74778.51985
11/1/2003,119.9445468,6385,4076,11251,72,72.57,65.46,76.33,74.11,371.1214,161528,130305,6116.677,1763.179,5657.182,11482.21,234.0169346,2.9494,141200603,93429700.38,398486861.1,19033.75,533,71780.99116
12/1/2003,119.9445468,6407,4219,11531,79.79,67.38,66.54,97.03,81.85,325.4174,146806,168868,6031.592,1723.527,5657.773,11407.68,235.8890701,2.8892,144118433,110633915,412796694.5,21230.36364,463,89326.80563
1/1/2004,117.980959,6781,4245,11829,68.29,71.31,68.86,87.4,63.22,375.4515,150001,107425,27524.085,1737.572,5660.678,11441.739,238.719739,2.9409,144683599,99293437.08,404971663.3,23412.2381,493,77503.58038
2/1/2004,117.980959,6429,4147,11968,66.94,61.49,63.19,79.03,66.44,415.3547,148766,104785,6105.778,1739.138,5681.088,11494.098,244.186421,2.9138,144902042,100913022.1,408172176,21931.33333,579,68896.16665
3/1/2004,117.980959,6600,4204,12421,91.5,87.4,93.23,95.15,89.75,847.5807,185509,141632,6156.525,1746.785,5693.198,11529.71,246.4817733,2.9086,144291743,99367374.28,410100620.8,21917.73913,559,71870.52045
4/1/2004,123.65074,6809,4447,12707,74.32,74.97,68.98,66.88,79.28,818.8485,163375,115458,6220.88,1759.452,5720.424,11578.721,251.0663343,2.9447,144734915,99896558.71,411653873.1,21810.65,663,75610.49961
5/1/2004,123.65074,6477,4106,12652,87.37,77.61,93.06,82.89,85.82,961.5716,172380,123086,6310.407,1774.116,5760.31,11634.847,254.3804099,3.1291,147287542,101125752.7,426150499,18898.80952,701,71635.46067
6/1/2004,123.65074,6291,3840,12931,101.82,84.67,120.57,99.54,92.81,1295.3584,179685,130697,6357.952,1784.135,5788.618,11674.431,259.391704,3.1075,149287474,102212969.6,434238541.5,20221.38095,650,75913.66226
7/1/2004,128.1360116,6292,3887,13131,95.41,86.26,100.72,105.68,90.81,897.2624,179895,133844,6413.979,1794.832,5822.17,11717.16,263.956998,3.0268,151502618,102874378.1,439648537.7,21704.04545,593,76241.53102
8/1/2004,128.1360116,6304,3867,13414,98.34,86.42,109.74,96.71,92.79,847.4116,192904,130483,6486.147,1813.584,5872.648,11791.2,269.1833466,2.9338,152155177,105386335.8,448053123,22267.04545,521,73518.33318
9/1/2004,128.1360116,6604,4121,13285,96.7,88.68,97.95,99.92,95.36,927.0599,194735,137722,6587.248,1822.037,5917.829,11850.059,272.2251184,2.8586,152920896,109608285.3,454874045.3,22698.85714,469,75745.12192
10/1/2004,127.3923467,6607,4188,13347,95.25,85.66,85.59,87.67,102.7,521.7028,182581,136871,6639.931,1823.336,5966.008,11896.253,277.206838,2.8565,153680114,109492475,460770234,23366.3,473,76859.69871
11/1/2004,127.3923467,6631,4233,13266,86.8,90.91,78.42,95.72,89.46,396.7947,193820,138803,6647.939,1809.635,6050.802,11944.084,280.8105269,2.7307,155244307,112963571.7,468454168.8,24076.65,414,70896.54086
12/1/2004,127.3923467,6643,4400,13211,99.01,85.42,76.24,94.21,111.57,370.2284,180526,177969,6536.202,1774.29,6061.713,11877.803,281.8776069,2.6544,159588786,127208346.8,490938601.1,25574.08696,382,99031.89975
1/1/2005,122.9176615,7119,4493,12496,78.46,78.54,67.53,86.75,81.42,320.8326,155533,106643,6569.046,1782.169,6072.899,11932.304,282.807803,2.6248,160218688,118216604.9,486171173.3,24421.19048,418,83247.45332
2/1/2005,122.9176615,6758,4366,12607,81.49,73.73,69.04,91.42,85.64,373.8047,176760,114925,6569.856,1783.079,6081.546,11982.964,283.0340493,2.595,160232291,117267666.3,489514234.4,26551,393,71901.34981
3/1/2005,122.9176615,6865,4553,12911,95.82,86.33,84.85,101.47,100.13,741.1429,211944,149424,6587.815,1789.331,6095.508,12037.1,283.8831514,2.6662,159708511,116319358.5,499079527.6,27780.86364,458,76883.62636
4/1/2005,129.184076,7132,4687,13225,92.08,75.41,96.62,86.06,91.41,900.369,197607,137667,6667.31,1803.863,6128.816,12124.575,286.7503713,2.5313,159438236,113314431.5,499337853.1,25512.15,457,82551.57826
5/1/2005,129.184076,6718,4378,13292,96.35,90.16,97.97,92.42,96.59,797.6094,207369,142978,6713.248,1816.15,6162.699,12182.254,285.6607198,2.4038,158834889,115334335.3,501693924.1,24809.85714,420,74567.64735
6/1/2005,129.184076,6781,4298,13140,100.5,86.49,99.69,104.08,99.65,964.9467,213767,148491,6730.241,1833.736,6194.822,12228.923,283.6325287,2.3504,159920729,116547573.7,509385724.1,25432,414,85228.5015
7/1/2005,130.8460535,6645,4147,13430,107.5,85.69,124.03,101.7,99.79,882.7731,199959,138744,6736.36,1847.211,6223.721,12261.152,282.5547251,2.3905,161792497,116321200,514645182.7,25254.04762,402,80085.0652
8/1/2005,130.8460535,6705,4142,13601,109.5,105.62,120.25,90.98,106.48,993.6733,210961,151626,6754.533,1865.496,6267.074,12331.333,280.9441632,2.3637,161674957,116516488.7,523007379.4,27007.26087,413,80864.72841
9/1/2005,130.8460535,6949,4361,13552,101.95,86.5,100.73,93.31,103.91,819.7503,198855,144354,6835.499,1882.126,6314.105,12395.107,282.8264891,2.2222,162195289,121626105.6,533410503.6,29859.04762,345,77776.90223
10/1/2005,130.1319846,6918,4412,13512,94.05,83.75,87.34,94.76,97.64,771.5038,182962,137710,6861.837,1893.196,6363.151,12452.548,285.0325357,2.2543,162628363,119288936.7,533641503.5,29843.5,357,82281.4627
11/1/2005,130.1319846,6976,4537,13445,101.69,91.2,94.87,110.12,103.44,672.5807,206894,158440,6817.022,1889.681,6437.656,12494.908,285.403078,2.207,164240579,125989357.2,543553188,31146.2,340,81284.71328
12/1/2005,130.1319846,7078,4662,13397,101.81,89.88,88.59,105.98,108.54,532.4753,194561,183642,6713.75,1859.343,6451.528,12447.508,284.3470866,2.3407,169322667,143970763.1,575882218.6,33144.5,311,109055.3527
1/1/2006,128.1774272,7168,4643,12851,87.18,88.46,85.29,91.91,86.53,465.0294,183640,132890,6733.158,1880.587,6446.317,12487.517,286.7924716,2.216,168740218,129371698.3,561166678.8,36232,266,87729.18489
2/1/2006,128.1774272,7132,4826,13044,80.86,81.55,64.64,86.34,87.65,475.4917,190099,127881,6756.716,1895.58,6465.575,12565.483,287.0219055,2.1355,169964485,130577850.3,568863021.8,37550.38889,221,77955.05985
3/1/2006,128.1774272,7409,4875,13382,104.14,102.26,98.38,101.99,107.9,932.5557,212794,156788,6781.778,1900.783,6457.002,12606.208,286.8496924,2.1724,167242327,128305523.8,572779234.6,37766.52174,235,81469.30015
4/1/2006,132.1337326,7230,4834,13532,88.77,88.91,87.95,83.06,89.79,922.6824,184761,131150,6860.259,1913.411,6483.658,12678.835,286.9931172,2.0892,166661120,127091947.9,573631204.4,39190.27778,218,88457.89927
5/1/2006,132.1337326,6933,4419,13407,91.57,94.51,90.02,80.49,94.91,1007.7527,219343,164132,6909.023,1929.693,6504.738,12731.17,288.9159711,2.3005,166049303,130449221,587790101.5,39037.59091,273,80440.40823
