DATE,fbcf,ibc,ibcAgropec,ibcIndustria,ibcServicos,pimTotal,pimIE,pimIT,pimBI,pimBK,pimDur,pimNDur,pimCC,pmcAmp,pmcR,pmcVeic,pmcConstr,pmsTotal,pmsTransp,pmsInfo,pmsFam,epeRes,epeCom,epeInd,ons,onsGerTerm,onsGerExTermica,expQ,impQ,impBI,impConsumo,expBasic,expSemi,expManuf,expAgroDolar,abpo,abcr,anfaveaProd,anfaveaLic,fgvIndIC,fgvIndEstoq,fgvConsIC,cniHoras,cniNuci,cniFatura,diesel,ipcaMs,ipa,cambio,icbr,txDesemp,credPJ,credPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-12,,144.5600,148.3000,131.6100,148.5700,102.5000,104.3000,102.2000,102.9000,106.7000,102.2000,99.6000,103.0000,96.5000,91.7000,106.9000,95.0000,94.0000,92.1000,89.7000,97.1000,9532.0000,6417.0000,15264.0000,42285.0000,4271.1566,37880.1962,114.5000,184.8900,166.8500,356.2300,161.1100,110.5100,83.5900,4523.5325,291392.5989,164.6209,286215.0000,287465.0000,101.9000,94.3000,110.4000,110.9000,83.0000,131.4000,947.3458,203.7418,389.9745,2.0223,57.1626,0.0761,126700.0000,57478.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-12,182.4413,142.2800,167.3700,125.5400,147.7800,98.3000,100.5000,98.0000,100.1000,96.8000,96.7000,94.4000,97.7000,99.0000,90.2000,120.6000,89.3000,92.4000,89.5000,89.0000,96.9000,9605.0000,6282.0000,15159.0000,40399.0000,3464.8284,36853.3271,97.5500,173.3600,153.1400,275.9900,130.5400,91.7300,77.2100,3165.3694,278680.6437,156.1953,277722.0000,353200.0000,101.0000,98.4000,107.8000,108.3000,82.3000,129.0000,956.7878,204.5568,393.3283,2.0213,57.0128,0.0752,123784.0000,55030.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-12,,147.4600,211.4900,131.5700,149.6300,104.5000,103.9000,104.6000,106.0000,103.5000,101.3000,102.2000,102.3000,99.3000,91.4000,117.0000,95.9000,93.7000,92.2000,88.3000,100.4000,9274.0000,6033.0000,15214.0000,41270.0000,2734.6439,38557.7091,107.7100,172.1800,160.4100,324.7000,141.6600,116.0200,83.5000,3196.9057,278234.1116,162.4678,301142.0000,364196.0000,100.8000,91.4000,105.8000,111.6000,82.9000,132.3000,969.8256,205.3750,397.1829,2.0499,60.3932,0.0743,117419.0000,54906.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-12,,149.9100,160.5800,137.8400,152.3400,111.5000,104.0000,112.5000,111.4000,110.7000,117.3000,110.6000,108.3000,106.5000,94.2000,133.7000,103.3000,96.6000,98.9000,90.5000,101.2000,9622.0000,6303.0000,15628.0000,42421.0000,3209.6675,39186.7689,114.6400,182.8800,184.5100,350.0300,152.7300,116.8800,89.8100,2835.9349,305422.8384,176.3586,333316.0000,420080.0000,105.0000,100.2000,106.1000,113.4000,83.3000,140.9000,1058.8471,206.4224,399.0497,2.0372,61.2213,0.0729,121935.0000,57439.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-12,189.8609,141.6000,120.0500,129.3000,147.0000,103.4000,97.5000,104.2000,104.2000,96.1000,101.9000,105.0000,101.3000,91.5000,90.8000,92.6000,93.6000,93.7000,93.5000,89.5000,99.7000,9749.0000,6502.0000,15573.0000,41606.0000,5481.2208,36092.1442,103.2700,165.1800,155.4700,251.8700,135.8800,104.1400,82.1200,2502.2057,286054.5113,163.9550,289693.0000,288108.0000,107.6000,105.8000,107.6000,109.7000,83.0000,136.7000,992.7177,207.4339,402.0824,2.0306,62.5135,0.0707,112006.0000,47386.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-12,,147.7100,105.7500,138.8100,151.7600,111.8000,108.1000,112.3000,110.5000,108.8000,117.2000,115.1000,109.3000,103.1000,94.9000,120.4000,103.5000,97.5000,100.1000,91.3000,102.8000,9788.0000,6592.0000,15548.0000,44183.0000,7157.5648,36992.9109,113.6600,191.3800,184.0600,329.7300,135.5500,136.1200,95.4500,2381.7786,309879.0251,174.3976,323940.0000,341644.0000,107.3000,112.8000,110.3000,114.6000,84.0000,139.6000,1067.1950,208.5540,400.4339,2.0313,61.8372,0.0689,126797.0000,56959.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-12,,144.1500,107.7800,130.7500,150.3500,104.8000,97.3000,105.8000,102.5000,100.2000,111.8000,110.8000,102.4000,100.1000,95.3000,110.0000,100.9000,96.4000,94.5000,93.4000,106.0000,10239.0000,7051.0000,15470.0000,41678.0000,8331.4778,33367.3935,107.1600,194.9800,162.2700,328.9400,129.4700,116.0000,91.9600,1994.5090,295406.3130,164.5123,314727.0000,311772.0000,103.0000,107.6000,108.3000,109.6000,83.2000,132.6000,1048.3892,209.5759,400.5941,2.1074,60.2354,0.0676,120175.0000,53624.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-12,188.3737,139.5200,117.6600,120.1100,152.0900,92.2000,103.5000,90.8000,92.5000,88.9000,85.4000,94.6000,90.9000,120.3000,125.1000,119.2000,90.2000,103.3000,94.6000,101.9000,116.0000,10133.0000,7080.0000,14834.0000,44780.0000,8286.9200,36433.4440,103.0100,165.7900,148.3500,358.4700,133.9500,109.2900,81.8800,1660.7036,256534.6844,153.3273,268504.0000,359355.0000,101.7000,107.2000,108.5000,98.3000,79.8000,122.6000,913.6752,210.7495,402.7172,2.0435,63.0046,0.0685,128953.0000,51273.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-13,,139.3200,123.1000,121.1900,147.0900,94.5000,94.3000,94.5000,93.9000,98.8000,99.1000,93.5000,95.4000,97.1000,93.3000,105.1000,98.1000,92.0000,89.0000,89.8000,105.9000,10925.0000,7202.0000,14370.0000,44527.0000,8915.4857,35544.5179,82.7600,189.8600,168.4000,257.9700,92.1800,108.1300,70.4300,1727.0840,279147.9390,156.7823,291884.0000,311453.0000,103.0000,115.1000,108.2000,102.5000,81.8000,114.3000,904.2501,212.2880,405.4154,1.9883,63.4260,0.0721,108438.0000,54990.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-13,,136.1400,199.1000,113.8800,142.9900,88.1000,85.4000,88.4000,86.7000,103.4000,84.9000,86.8000,88.7000,85.9000,83.7000,90.7000,85.4000,88.1000,83.1000,88.3000,91.7000,10475.0000,7035.0000,14790.0000,42034.0000,7979.9486,33997.7447,79.8700,157.5600,140.0900,197.8700,98.1200,85.6000,67.5300,1785.9816,255515.5567,144.4189,242072.0000,235109.0000,104.7000,110.3000,104.3000,101.7000,81.3000,110.2000,960.5486,213.4131,406.6722,1.9754,61.7596,0.0771,103832.0000,51500.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-13,183.3944,148.0100,259.2300,125.1800,150.6300,97.7000,89.6000,98.7000,95.9000,113.7000,105.5000,94.0000,100.6000,100.2000,96.6000,109.4000,94.2000,95.3000,94.5000,93.1000,101.5000,10357.0000,7147.0000,15148.0000,45809.0000,7960.4664,37793.3979,98.0400,178.8500,163.4700,289.5000,120.6900,105.2100,82.9200,3041.2330,284536.5798,163.9064,329103.0000,283912.0000,106.2000,108.3000,102.3000,107.9000,82.2000,126.9000,952.9574,214.4162,408.5429,2.0138,59.6435,0.0797,117222.0000,54663.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-13,,149.7900,242.8700,129.6800,152.3500,101.8000,90.6000,103.2000,98.8000,120.1000,111.8000,100.2000,104.1000,96.9000,89.3000,112.1000,100.2000,96.4000,97.2000,92.5000,97.7000,10302.0000,7051.0000,15592.0000,43127.0000,7345.5729,35748.9554,105.8900,200.3500,176.8900,346.7700,145.2200,101.3100,81.0800,4608.0998,297535.7181,169.7757,352328.0000,333738.0000,106.6000,105.8000,100.2000,112.0000,83.1000,129.0000,1036.3844,215.5526,410.6265,2.0017,58.9549,0.0783,121484.0000,60350.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-13,,147.0300,150.3100,130.6400,152.6100,105.0000,95.5000,106.2000,104.1000,114.9000,108.8000,103.0000,103.2000,100.7000,95.8000,111.3000,99.7000,97.3000,98.8000,94.1000,97.7000,10242.0000,6833.0000,15569.0000,42933.0000,8992.1010,33987.3120,112.5500,195.5200,175.4100,325.2700,161.1000,102.7500,82.2800,4784.0778,299681.9805,169.9245,344556.0000,316233.0000,106.0000,109.7000,100.2000,110.9000,83.0000,131.4000,999.9471,216.6735,411.8584,2.1319,55.4388,0.0757,132255.0000,59413.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-13,197.9275,144.8700,158.7600,127.9900,150.8900,101.7000,97.1000,102.3000,100.8000,112.1000,103.6000,99.8000,100.3000,97.0000,91.7000,109.2000,93.6000,96.2000,94.7000,94.9000,95.8000,10092.0000,6595.0000,15326.0000,41264.0000,8198.3584,33060.4727,111.7200,177.4500,167.0600,321.1000,143.1300,100.3900,94.9600,3984.3047,276560.3699,163.3812,323853.0000,318619.0000,105.0000,105.4000,99.6000,108.3000,82.3000,129.0000,987.2220,217.4535,414.4119,2.2156,55.9803,0.0742,123778.0000,55582.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-13,,152.1300,202.5000,134.2700,155.1200,108.0000,100.6000,109.0000,107.8000,117.0000,104.7000,106.7000,105.9000,103.0000,97.0000,114.9000,105.9000,98.7000,101.3000,94.3000,103.3000,10022.0000,6454.0000,15490.0000,43170.0000,7182.4430,35865.5191,111.7100,217.1400,189.6200,338.1900,148.7900,102.1100,89.6500,3668.0827,288497.1031,171.7702,316740.0000,342306.0000,101.7000,101.1000,96.5000,111.6000,82.9000,132.3000,1038.7334,218.0841,415.9452,2.2903,55.2853,0.0728,118003.0000,59317.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-13,,151.8100,161.0500,138.3400,155.5200,112.0000,101.9000,113.3000,110.5000,122.1000,114.7000,111.5000,109.3000,105.6000,100.0000,116.6000,107.5000,98.7000,102.5000,94.7000,102.6000,10280.0000,6601.0000,15886.0000,44321.0000,7576.3343,36610.9180,117.0100,193.8100,195.5200,312.7900,161.7200,119.5000,85.9000,4131.8499,297775.7808,176.9481,343562.0000,329143.0000,103.6000,105.6000,100.9000,113.4000,83.3000,140.9000,1089.4286,219.0001,418.7320,2.3725,55.5153,0.0710,118099.0000,60083.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-13,203.8122,147.2700,124.6700,134.4600,153.6000,107.3000,97.2000,108.6000,104.6000,119.2000,109.9000,108.8000,104.8000,98.6000,94.6000,105.5000,103.3000,98.3000,99.4000,96.7000,99.4000,10251.0000,6760.0000,15594.0000,43397.0000,7352.5216,36035.0326,111.3300,179.8700,179.8000,288.2700,153.8600,117.1900,81.1300,3182.7851,293677.3491,171.2090,322776.0000,309872.0000,104.3000,102.2000,102.5000,109.7000,83.0000,136.7000,1054.5543,219.9418,426.4786,2.2300,57.7982,0.0693,121845.0000,56559.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-13,,151.9000,108.8800,140.9700,157.2500,112.6000,104.0000,113.7000,108.5000,127.1000,117.7000,115.9000,110.9000,105.4000,100.0000,115.1000,110.7000,101.6000,104.4000,98.7000,104.9000,10545.0000,7071.0000,15787.0000,45532.0000,7515.7935,38036.4858,121.7700,222.1900,201.6600,397.3100,140.5700,124.1700,111.0700,2344.7923,326725.2959,179.7073,322677.0000,330203.0000,101.3000,99.3000,103.4000,114.6000,84.0000,139.6000,1112.5559,221.2174,430.0183,2.2026,56.8782,0.0671,126309.0000,60762.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-13,,147.7900,112.3500,132.8600,154.9300,106.1000,100.2000,106.9000,103.0000,113.0000,109.2000,110.5000,103.6000,106.1000,102.0000,114.9000,106.1000,100.6000,99.3000,99.8000,105.9000,10711.0000,7382.0000,15810.0000,44290.0000,7860.0194,36428.6082,111.9200,182.7000,175.5600,291.0600,134.1500,108.6200,99.9400,1774.7367,307368.0722,164.5571,293155.0000,302939.0000,98.5000,100.6000,104.2000,109.6000,83.2000,132.6000,1067.5096,222.2129,430.4054,2.3249,55.5852,0.0647,121956.0000,57578.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-13,196.7254,145.7700,123.4500,116.8400,156.7900,90.1000,99.9000,88.9000,90.1000,85.0000,83.1000,93.9000,86.8000,123.7000,129.9000,119.2000,95.2000,106.9000,99.9000,108.4000,115.5000,10706.0000,7572.0000,15321.0000,45665.0000,7365.2594,38318.6099,111.0100,172.9200,152.9000,281.6500,129.2800,120.4800,98.7100,1240.4841,266090.6846,154.9518,231107.0000,353843.0000,95.9000,99.7000,103.2000,98.3000,79.8000,122.6000,906.7855,223.5017,434.4081,2.3426,56.7105,0.0617,140614.0000,58877.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-14,,142.7200,130.6900,121.7600,151.4100,92.6000,96.2000,92.2000,91.2000,99.7000,94.8000,92.7000,92.2000,101.7000,99.2000,106.8000,102.5000,97.1000,95.0000,97.5000,109.4000,11798.0000,7745.0000,14537.0000,49287.2900,8070.2026,41267.7086,85.6900,195.4900,182.4700,243.1600,100.8600,111.7700,68.8400,1158.2513,286021.9137,156.1024,237390.0000,312618.0000,96.0000,104.0000,100.8000,101.5000,80.7000,116.2000,926.4932,224.7310,437.6662,2.4263,55.7928,0.0639,109016.0000,58371.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-14,,143.5300,208.5000,120.6400,149.4000,92.3000,86.8000,93.0000,87.7000,112.3000,104.6000,93.0000,93.2000,92.9000,90.9000,95.1000,99.7000,94.2000,94.6000,94.1000,94.6000,11879.0000,8204.0000,15107.0000,46102.4900,9374.2304,36740.1697,87.2000,173.8200,159.6800,220.4800,108.7900,96.0800,69.5300,2165.8020,272719.3256,158.4709,281627.0000,259328.0000,97.1000,101.7000,96.9000,104.1000,81.4000,121.4000,1051.2036,225.8771,440.9049,2.3334,60.2083,0.0674,111915.0000,60042.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-14,191.0281,149.0300,271.5500,125.8000,151.4200,97.3000,97.5000,97.3000,96.0000,106.2000,100.3000,96.6000,96.8000,94.6000,95.6000,92.0000,95.4000,98.0000,96.9000,99.2000,100.7000,11289.0000,7744.0000,15079.0000,48036.9900,10748.2437,37374.1551,95.9400,166.1100,162.6500,266.9200,138.8200,87.1600,68.5900,3901.5660,292361.8806,161.3217,272754.0000,240808.0000,98.5000,96.5000,97.2000,105.8000,80.9000,125.0000,976.9704,227.2098,443.3740,2.2630,62.1564,0.0716,120949.0000,56909.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-14,,147.6900,248.0300,123.1200,151.4900,96.0000,95.9000,96.0000,94.3000,103.5000,98.7000,96.5000,94.0000,96.9000,95.3000,100.8000,94.4000,98.0000,98.6000,97.2000,97.6000,10780.0000,7588.0000,15260.0000,44859.7500,10214.2107,34720.3306,108.0700,182.2500,169.7000,287.2200,161.6300,94.8200,74.2700,4945.7609,284209.0465,159.9152,277091.0000,293240.0000,99.0000,97.0000,94.7000,106.2000,81.1000,124.0000,1024.2213,228.4822,442.7533,2.2360,61.1762,0.0713,121358.0000,59109.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-14,,147.1400,147.9900,128.1500,154.2400,101.7000,102.8000,101.6000,100.9000,104.8000,96.3000,104.3000,98.0000,101.4000,100.2000,103.9000,101.5000,100.0000,102.0000,99.3000,98.6000,10877.0000,7304.0000,14943.0000,44408.2700,10757.6945,33728.7475,112.4100,191.3900,184.6500,285.5200,172.1200,94.9700,75.1400,4598.5508,297613.3617,165.5245,281355.0000,293362.0000,92.6000,92.5000,90.6000,108.4000,81.4000,129.6000,1041.2514,229.9445,439.5654,2.2390,59.9732,0.0697,124665.0000,60447.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-14,185.2687,140.8800,154.3300,118.5400,149.8400,94.9000,101.1000,94.1000,98.2000,89.0000,69.7000,96.6000,88.4000,91.2000,92.6000,88.8000,89.3000,97.7000,94.8000,101.5000,91.5000,10322.0000,6862.0000,14683.0000,41657.0200,9794.8468,32061.5450,110.1200,171.2800,154.9300,276.7100,164.0900,100.7800,74.9900,4251.9196,269361.2012,150.6520,215943.0000,263564.0000,89.4000,86.8000,91.0000,101.6000,80.1000,118.7000,987.0233,231.2321,437.2797,2.2025,60.6356,0.0684,126301.0000,58879.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-14,,149.8500,197.0500,129.1900,154.7600,104.4000,107.4000,104.1000,104.4000,105.9000,91.8000,108.1000,98.1000,97.9000,96.1000,100.5000,102.5000,100.8000,105.4000,98.1000,95.5000,10657.0000,6773.0000,14554.0000,43241.3400,10501.3042,32861.9493,126.7100,205.2700,185.3800,278.8900,181.5100,123.4500,90.0000,3961.7970,299990.7112,165.5755,254348.0000,294768.0000,89.1000,87.7000,92.0000,108.1000,81.8000,125.9000,1052.3463,232.0415,435.7930,2.2674,57.9077,0.0689,114161.0000,60224.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-14,,148.2700,156.6200,130.7200,154.4900,106.3000,110.9000,105.8000,107.3000,104.1000,96.3000,108.5000,101.2000,98.5000,99.1000,96.4000,101.3000,100.2000,103.4000,98.0000,100.8000,10440.0000,6989.0000,15134.0000,43506.1200,11755.8016,31881.6234,112.8600,185.0100,181.1000,250.1600,155.5900,110.7200,83.3600,3291.4657,303410.1954,165.4312,264637.0000,272492.0000,87.5000,81.9000,91.3000,106.3000,81.8000,129.7000,1085.6997,232.9696,435.4007,2.2396,57.9880,0.0687,112946.0000,56898.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-14,188.6334,148.1200,126.9400,131.8200,155.5900,105.6000,107.7000,105.3000,103.4000,107.1000,104.5000,111.3000,101.0000,97.4000,95.1000,100.6000,103.2000,101.4000,102.9000,101.0000,95.9000,10576.0000,7186.0000,14975.0000,43649.2400,10361.8953,33415.5923,110.0600,200.1400,183.3100,242.7700,151.6700,118.7000,78.5800,2599.8638,303388.4227,165.3463,300931.0000,296294.0000,88.4000,88.2000,93.0000,106.5000,82.3000,134.5000,1122.8733,234.2277,434.9653,2.4510,54.0147,0.0677,126432.0000,61091.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,,149.7000,108.3300,135.9400,156.8400,109.3000,112.2000,108.9000,106.3000,111.7000,109.8000,116.0000,104.6000,102.9000,102.2000,102.2000,110.4000,103.6000,104.6000,102.6000,101.3000,11141.0000,7615.0000,14929.0000,46109.5400,11194.2663,35071.7252,105.6100,190.8500,183.3100,274.5800,137.9400,126.1100,78.2400,1843.8372,323352.8849,174.2717,293328.0000,306859.0000,88.1000,88.4000,94.3000,108.4000,82.6000,140.3000,1163.1556,235.4222,435.7048,2.4442,56.9839,0.0661,120520.0000,67056.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-14,,144.9200,112.4700,126.2900,153.7800,99.8000,105.7000,99.1000,97.1000,100.9000,96.9000,106.7000,95.6000,103.6000,103.5000,104.0000,103.6000,101.6000,101.0000,103.1000,100.3000,11382.0000,7974.0000,15256.0000,44420.0200,11068.8078,33452.2425,91.7000,176.2600,162.0100,274.6900,119.1300,106.0600,68.8000,1448.2922,302675.2080,159.6880,264830.0000,294651.0000,86.8000,90.4000,88.2000,102.2000,82.0000,130.4000,1029.4779,236.3168,439.5826,2.5601,56.6267,0.0650,116953.0000,60132.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-14,183.9031,145.4800,130.3000,114.4600,157.0700,87.7000,110.6000,84.8000,88.8000,75.5000,75.4000,92.8000,81.3000,121.0000,130.3000,108.9000,96.1000,107.5000,100.9000,108.5000,113.8000,11161.0000,7856.0000,14648.0000,45621.1500,11514.1788,34194.0307,106.2500,173.6400,145.6700,246.5900,140.3700,116.7200,80.8400,1601.8250,270568.7923,153.0853,207597.0000,370028.0000,83.3000,87.7000,88.4000,90.7000,78.7000,120.8000,955.5639,237.4748,440.1540,2.6562,54.4161,0.0649,144754.0000,62466.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-15,,139.1100,133.7000,117.5900,148.1900,88.1000,107.4000,85.7000,89.3000,84.2000,82.0000,88.1000,84.5000,96.7000,99.8000,89.4000,99.6000,94.0000,88.5000,97.7000,107.5000,12544.0000,8043.0000,13709.0000,50003.0000,11492.3623,40111.7672,87.8300,174.2500,163.2800,185.0600,116.7300,117.1300,59.0400,1444.0366,285661.3044,147.9212,204716.0000,253803.0000,84.0000,95.6000,83.2000,92.4000,79.7000,106.9000,960.3117,239.2321,440.3301,2.6623,51.6997,0.0679,108017.0000,57288.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-15,,136.8200,219.9300,112.0600,143.7500,83.7000,98.1000,81.9000,84.3000,83.8000,77.4000,84.0000,82.4000,83.3000,87.9000,72.5000,86.9000,90.6000,83.7000,97.2000,92.2000,11766.0000,8057.0000,14407.0000,44300.5300,10587.0676,35024.0654,80.0700,158.8600,144.1300,183.1900,105.2500,90.9100,58.9900,1251.4249,262272.7824,133.7322,205953.0000,185944.0000,85.3000,90.4000,77.4000,92.9000,78.8000,109.4000,914.6329,241.0742,440.9025,2.8782,50.0174,0.0741,98819.0000,53258.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-15,172.9997,149.9800,292.0400,125.0200,152.5400,94.3000,107.7000,92.7000,94.3000,93.7000,94.5000,94.3000,93.6000,93.9000,95.9000,88.6000,98.1000,100.2000,98.8000,104.4000,95.2000,11083.0000,7876.0000,14516.0000,48329.5700,11839.5624,38000.0976,114.2800,182.5500,170.6100,241.1100,160.3200,121.6300,80.3700,3038.2906,296467.2963,163.2722,256480.0000,234631.0000,81.1000,87.3000,75.6000,98.9000,80.6000,126.4000,1017.2858,242.9063,444.8706,3.2080,48.5318,0.0793,130001.0000,63119.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-15,,142.6500,263.4900,116.2700,147.6500,88.8000,107.1000,86.5000,91.3000,80.1000,82.4000,87.7000,85.4000,88.9000,92.1000,81.4000,90.5000,95.2000,92.3000,98.2000,91.0000,10873.0000,7876.0000,14565.0000,44231.9600,11590.1253,34844.0436,105.7300,156.8900,144.0300,220.6600,168.6000,84.9900,68.6200,3234.8759,278143.5995,149.9277,219623.0000,219351.0000,80.2000,84.1000,74.6000,96.0000,80.5000,111.6000,993.5641,244.6553,451.7216,2.9936,50.7616,0.0800,117787.0000,58925.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-15,,140.1300,151.0300,118.9600,149.0800,93.1000,110.5000,90.9000,96.3000,77.9000,81.0000,93.4000,84.9000,90.9000,95.7000,80.9000,90.0000,96.9000,95.9000,99.7000,89.7000,10540.0000,7336.0000,14250.0000,43130.8700,11835.1410,34302.4138,117.5600,150.8300,140.8700,185.5600,192.9200,101.2000,72.6700,4188.7134,280946.7316,153.0254,213047.0000,212696.0000,77.4000,79.8000,74.1000,97.5000,79.8000,116.1000,940.7439,246.4902,454.9289,3.1788,48.3516,0.0812,117731.0000,57779.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-15,162.5614,139.0100,160.9600,115.4100,148.3300,92.5000,109.8000,90.3000,97.1000,74.3000,69.3000,94.5000,81.9000,87.9000,90.1000,82.7000,90.5000,95.5000,91.4000,100.6000,89.2000,10095.0000,7047.0000,14115.0000,40879.6600,12611.8544,31501.8209,137.3900,165.1500,147.6400,225.2200,210.4200,118.5400,92.7200,4319.0931,274927.3925,147.9812,187608.0000,212524.0000,73.3000,70.8000,73.0000,96.4000,79.0000,116.1000,1019.6429,248.2649,457.3855,3.1026,49.9807,0.0830,129079.0000,60030.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-15,,143.5900,199.5400,120.3800,150.3500,95.5000,111.3000,93.5000,99.0000,76.7000,79.4000,98.5000,86.9000,91.1000,92.4000,87.1000,95.2000,96.5000,96.5000,97.9000,93.7000,10093.0000,6813.0000,13891.0000,42391.7100,11456.8364,34091.9298,129.4200,177.9000,162.0300,227.5700,197.1500,126.5600,84.4900,3975.4654,288584.8553,156.4033,223145.0000,227617.0000,75.9000,72.4000,70.0000,96.3000,78.9000,117.5000,1007.0599,249.9283,459.4437,3.3940,47.2392,0.0854,115626.0000,59370.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-15,,141.1400,159.8200,121.5800,149.1900,97.6000,115.0000,95.4000,102.2000,70.2000,82.7000,101.0000,86.9000,89.0000,92.2000,81.4000,92.0000,96.6000,98.9000,98.2000,92.5000,10297.0000,7050.0000,14230.0000,43400.6300,11842.0531,34403.9326,111.7300,140.4100,134.0800,200.9300,166.6500,118.5200,72.8300,2960.3674,286414.8512,157.0217,216991.0000,207250.0000,75.2000,66.3000,70.3000,95.2000,78.3000,119.9000,1018.0586,251.3279,461.1896,3.6467,46.0690,0.0871,109621.0000,57098.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-15,160.4875,138.5500,129.0100,118.6700,148.4000,94.3000,110.7000,92.3000,96.0000,73.9000,75.9000,103.2000,83.1000,86.2000,89.1000,78.8000,90.2000,96.5000,96.3000,100.4000,89.5000,10419.0000,7134.0000,13957.0000,43638.5400,12000.9384,34095.1136,118.7200,148.0000,139.1800,165.3100,166.9800,124.6100,83.6100,2656.9572,292075.8722,154.2633,176757.0000,200077.0000,76.5000,73.7000,65.9000,93.4000,78.3000,122.8000,1034.0616,252.9364,468.0613,3.9729,46.2181,0.0887,121509.0000,57472.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-15,,140.4400,110.9700,123.1600,149.8000,97.2000,111.5000,95.5000,98.9000,75.4000,78.8000,107.0000,87.3000,90.7000,96.4000,77.8000,93.0000,97.6000,97.6000,99.3000,96.5000,11131.0000,7602.0000,14064.0000,46249.2900,12329.0738,36697.8738,120.0100,157.2600,140.6300,177.0000,173.7700,130.5600,81.4200,2668.2277,312799.9160,160.1046,208097.0000,192147.0000,77.7000,74.2000,68.6000,94.3000,79.2000,119.7000,1051.3033,254.6058,478.4991,3.8589,47.9489,0.0894,113054.0000,54087.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-15,,136.1800,114.5300,115.1700,146.8300,87.6000,95.2000,86.6000,86.9000,69.8000,69.2000,101.1000,79.5000,89.9000,95.4000,78.6000,89.5000,95.1000,92.5000,98.6000,93.7000,11115.0000,7759.0000,13827.0000,44723.0300,11106.7410,35978.7383,103.0500,146.0400,129.9100,142.4500,138.6900,115.2200,75.2200,2038.2639,292370.5802,147.8624,173874.0000,195176.0000,74.4000,74.9000,68.6000,90.1000,78.3000,111.8000,955.6386,256.5153,483.2362,3.8506,45.7461,0.0899,114959.0000,56688.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
