DATE,fbcf,ibc,ibcAgropec,ibcIndustria,ibcServicos,pimTotal,pimIE,pimIT,pimBI,pimBK,pimDur,pimNDur,pimCC,pmcAmp,pmcR,pmcVeic,pmcConstr,pmsTotal,pmsTransp,pmsInfo,pmsFam,epeRes,epeCom,epeInd,ons,onsGerTerm,onsGerExTermica,expQ,impQ,impBI,impConsumo,expBasic,expSemi,expManuf,expAgroDolar,abpo,abcr,anfaveaProd,anfaveaLic,fgvIndIC,fgvIndEstoq,fgvConsIC,cniHoras,cniNuci,cniFatura,diesel,ipcaMs,ipa,cambio,icbr,txDesemp,credPJ,credPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-08,164.4412,132.6000,111.2700,130.4700,133.0600,107.3000,99.9000,107.8000,105.2000,119.9000,108.5000,106.4000,96.8848,74.0000,67.6000,86.6000,81.4000,,,,,7816.0000,5104.0000,15180.0000,37246.6600,2652.9143,34361.2092,113.9300,160.8700,155.6600,283.2900,121.3500,108.1400,111.9700,1601.3807,253966.4458,143.3529,286610.0000,268686.0000,114.1000,109.7000,99.5000,117.0000,85.1000,123.5000,849.7335,170.2470,343.2450,1.9143,53.3981,0.0756,110040.0000,51970.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-08,,132.8000,92.0300,132.7600,133.2300,108.4000,100.8000,108.9000,104.1000,124.8000,107.1000,111.3000,99.8837,71.8000,70.7000,72.8000,82.0000,,,,,8120.0000,5261.0000,15386.0000,39278.2300,2970.7553,36356.3713,107.3700,167.1300,157.8200,264.3300,120.9300,111.3600,96.9600,1345.5266,269947.0444,146.2117,280178.0000,239236.0000,103.4000,104.9000,91.5000,118.4000,85.0000,124.7000,838.9752,170.8428,349.6293,2.1153,48.6787,0.0720,106778.0000,50004.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-08,,124.5800,95.6800,118.7000,128.0900,96.2000,87.8000,96.7000,92.5000,110.0000,77.6000,104.1000,87.9412,66.6000,69.0000,60.5000,74.7000,,,,,8238.0000,5501.0000,14773.0000,36594.8700,2224.3298,34371.7553,93.3200,132.1000,128.7200,212.4900,99.2900,89.9800,91.1900,1073.6228,241455.3447,132.4891,187374.0000,177823.0000,82.1000,82.3000,86.0000,109.8000,82.9000,107.9000,755.6008,171.4237,349.5944,2.3331,42.3814,0.0718,96055.0000,46126.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-08,145.8201,118.9000,108.7100,101.4400,127.2100,79.1000,77.5000,79.2000,77.6000,80.1000,48.5000,91.2000,76.2781,83.8000,92.7000,69.5000,64.2000,,,,,7943.0000,5386.0000,13417.0000,35773.1200,2863.4197,32912.3097,95.1600,124.2400,105.3700,166.7100,104.0600,77.7300,94.4500,1099.6174,203722.4308,128.0688,91314.0000,194486.0000,69.7000,64.9000,87.1000,93.6000,78.1000,100.4000,701.7087,171.9380,347.0423,2.3370,41.9255,0.0705,112130.0000,49893.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-09,,115.2000,105.4400,99.8700,123.1400,78.7000,77.6000,78.7000,78.7000,79.6000,68.8000,81.5000,76.4519,68.3000,68.3000,70.2000,60.5000,,,,,8605.0000,5368.0000,11924.0000,36307.7400,1575.0033,34743.4608,71.0200,109.5800,100.6500,141.6000,82.6300,85.5700,57.8700,885.5591,210099.9330,117.6200,180242.0000,197454.0000,70.8000,66.3000,88.5000,93.0000,77.0000,89.3000,640.8279,172.6085,343.0166,2.3162,41.8660,0.0777,84446.0000,49119.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-09,,115.2600,158.6800,96.8100,121.8100,76.1000,71.8000,76.3000,75.8000,73.4000,72.9000,78.7000,71.3153,63.1000,62.3000,67.0000,55.0000,,,,,8149.0000,5443.0000,12337.0000,34406.6700,1228.9423,33263.1936,72.1200,87.7800,79.2400,110.9000,85.2400,73.4600,63.3800,794.9975,205683.2485,113.0978,196546.0000,199366.0000,74.7000,68.8000,83.8000,94.1000,77.2000,90.7000,696.8999,172.9192,342.0219,2.3784,39.3079,0.0851,78332.0000,44939.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-09,123.7013,127.8100,206.2600,111.9200,129.5400,88.6000,84.2000,88.8000,87.8000,82.9000,93.9000,90.5000,82.9179,74.0000,68.3000,88.6000,63.1000,,,,,8490.0000,5698.0000,13049.0000,39112.5000,1675.0655,37763.9537,88.9000,113.9800,98.8000,174.4800,107.8400,80.1200,77.7400,1499.6096,239086.6143,134.7660,266162.0000,271442.0000,79.3000,72.6000,88.0000,99.9000,78.9000,109.6000,738.3115,173.4207,338.0544,2.3152,39.4437,0.0916,100893.0000,54577.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-09,,123.0900,184.0700,107.1600,126.2100,85.2000,80.8000,85.5000,85.4000,77.1000,87.5000,87.1000,77.8795,68.7000,68.9000,70.8000,58.0000,,,,,8472.0000,5686.0000,13200.0000,35734.1600,1149.7820,34698.0759,93.6200,99.5900,88.0200,167.8500,131.6900,86.5000,69.9700,2012.5409,229109.1877,129.6702,244700.0000,234390.0000,85.5000,77.6000,86.0000,98.2000,79.5000,100.7000,748.2371,173.9409,336.0937,2.1783,41.6426,0.0912,89601.0000,53405.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-09,,124.4100,124.7600,113.0000,128.9600,91.3000,85.4000,91.6000,91.7000,81.5000,91.5000,93.9000,81.9812,74.3000,72.3000,80.2000,67.9000,,,,,8188.0000,5248.0000,12976.0000,36201.2300,2395.5136,33913.8699,91.3700,108.4600,95.4800,175.0800,126.9500,89.3400,69.5300,2132.0186,242962.4009,134.0318,262452.0000,246978.0000,88.9000,85.5000,88.9000,101.4000,80.7000,104.7000,716.5300,174.5671,335.0182,1.9730,46.0264,0.0883,87260.0000,52765.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-09,135.7460,125.6100,133.3600,112.8000,130.4100,92.2000,89.1000,92.4000,93.8000,84.3000,93.7000,91.4000,83.5675,78.0000,69.2000,98.0000,70.4000,,,,,7909.0000,5031.0000,13217.0000,34605.6700,2069.4543,32733.9913,105.9600,111.5900,104.1800,209.4800,149.8900,100.7400,79.3600,3022.0693,243618.0937,131.0402,276445.0000,300157.0000,93.5000,93.2000,93.2000,102.1000,80.5000,109.4000,775.9115,175.1432,331.7685,1.9516,44.7530,0.0855,96292.0000,56002.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-09,,131.4400,164.9900,119.8700,133.2900,97.7000,93.6000,98.0000,99.0000,88.4000,99.4000,98.0000,88.9987,74.7000,71.7000,81.4000,74.4000,,,,,8105.0000,4997.0000,13611.0000,36534.1800,1275.0900,35496.6596,103.1400,126.1000,117.6900,221.6500,140.4600,105.7000,78.9800,1872.4749,253430.1379,136.0964,271385.0000,285416.0000,98.2000,96.1000,95.9000,105.1000,81.3000,112.3000,790.9241,175.5635,329.4793,1.8726,45.8560,0.0901,94739.0000,57410.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,,130.7000,134.1300,122.3200,133.2000,99.6000,93.4000,100.0000,100.1000,88.8000,104.7000,101.0000,91.0382,76.7000,72.8000,85.5000,74.4000,,,,,8403.0000,5129.0000,14061.0000,36909.5500,1016.4976,36067.7238,100.0600,120.8100,117.5600,243.8500,133.8200,108.5200,76.0500,1820.0775,252681.0526,135.4985,284904.0000,258129.0000,103.3000,102.0000,96.5000,104.0000,81.9000,113.0000,777.7974,175.8620,329.8088,1.8864,45.8651,0.0882,93213.0000,55909.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,158.1011,129.8100,105.8500,121.6900,133.7400,99.4000,90.5000,100.0000,98.7000,94.8000,102.2000,101.7000,90.7587,80.9000,71.0000,103.0000,74.8000,,,,,8417.0000,5304.0000,14227.0000,37025.8800,873.7579,36069.6260,96.8800,140.3600,130.6600,271.8100,116.2300,104.1200,82.2000,1442.5962,268038.2734,137.2798,263767.0000,308718.0000,108.0000,106.7000,97.9000,104.9000,82.6000,117.1000,824.5311,176.5127,331.8866,1.7781,48.2650,0.0882,97502.0000,56038.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-09,,132.4800,90.9400,127.9400,135.3400,105.6000,92.8000,106.4000,102.7000,104.1000,113.5000,109.5000,95.0266,79.9000,76.7000,87.2000,78.4000,,,,,8526.0000,5493.0000,14552.0000,38432.4300,990.2673,37357.3910,97.7800,142.5800,134.7100,293.2800,117.0300,111.6200,82.3800,1013.1494,287707.1122,143.1698,306291.0000,294466.0000,110.2000,112.4000,100.0000,107.6000,83.7000,120.0000,865.4550,177.0952,331.8202,1.7440,49.5298,0.0831,96176.0000,57953.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-09,,129.6200,94.9000,124.1200,132.8700,101.4000,88.8000,102.2000,97.7000,106.9000,107.0000,104.9000,91.8691,77.4000,74.9000,83.0000,78.0000,,,,,8636.0000,5764.0000,14415.0000,38872.5400,965.1467,37903.0463,85.9000,134.1700,127.6100,297.5000,93.8200,98.5400,76.5000,791.4540,274842.3024,137.5544,282512.0000,251697.0000,109.4000,112.1000,101.7000,105.5000,83.3000,114.5000,809.6181,177.6796,331.5880,1.7505,50.0885,0.0801,97849.0000,56308.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-09,164.7003,129.2300,111.5900,116.9800,134.9200,94.1000,92.4000,94.2000,92.9000,99.1000,88.6000,96.2000,86.2869,95.4000,101.2000,89.2000,68.9000,,,,,8877.0000,6095.0000,14229.0000,39218.9900,1012.5243,38205.0456,95.1800,137.0300,119.5300,333.6200,97.5800,93.3700,94.2500,826.7509,256076.2572,138.7876,240594.0000,293027.0000,108.1000,111.0000,100.1000,99.0000,81.1000,113.4000,772.3084,178.3903,331.6543,1.7412,52.7050,0.0755,105376.0000,59639.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-10,,125.8100,108.0600,115.5600,130.8700,91.2000,94.2000,91.0000,93.5000,89.6000,92.1000,86.9000,84.4815,75.3000,75.4000,77.5000,66.3000,,,,,9235.0000,5851.0000,13425.0000,40300.7500,1166.4614,39125.4731,74.4500,128.4600,126.7900,262.9700,82.6300,80.1300,66.6200,681.9963,243485.7104,126.2168,233395.0000,213312.0000,108.9000,111.7000,101.8000,96.8000,79.8000,97.6000,679.5893,179.1396,336.1979,1.8748,51.3975,0.0791,83448.0000,55254.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-10,,127.6100,172.2200,113.6900,130.6100,89.0000,86.8000,89.1000,89.2000,91.2000,92.4000,86.7000,81.9737,71.8000,69.9000,77.7000,63.2000,,,,,8912.0000,5885.0000,14078.0000,38379.5600,1549.8347,36725.7055,79.8300,130.0000,124.8100,233.9100,96.4800,81.9100,67.6300,850.0069,242443.8522,126.7859,236614.0000,220957.0000,113.6000,114.2000,95.2000,99.4000,79.8000,100.1000,796.1283,179.7486,340.7366,1.8110,53.3959,0.0818,85143.0000,55458.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-10,159.5754,143.4400,227.8800,132.3300,141.1700,105.1000,97.0000,105.6000,103.0000,114.9000,119.3000,101.1000,99.3474,90.5000,79.1000,117.5000,75.8000,,,,,9153.0000,6162.0000,14766.0000,42290.4100,1417.8999,40824.9672,102.4300,166.7500,160.7200,300.6800,136.7400,90.2100,83.6600,1840.7023,282441.5967,153.9572,318011.0000,353738.0000,116.1000,113.3000,98.6000,110.7000,82.8000,124.4000,867.5351,180.4676,340.5662,1.7810,51.2633,0.0854,105117.0000,69790.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-10,,136.8700,204.5500,124.1200,136.9100,99.3000,95.0000,99.6000,99.8000,104.6000,105.9000,94.2000,92.2770,77.0000,75.2000,83.0000,69.5000,,,,,9150.0000,6010.0000,14921.0000,38530.8600,1310.3751,37185.1335,96.8700,149.6100,138.9900,288.4500,137.6400,83.4600,75.1100,2363.8876,265816.2955,143.6007,274873.0000,277843.0000,117.7000,116.7000,98.9000,107.5000,83.6000,112.5000,831.6619,181.3158,341.9966,1.7306,52.0744,0.0837,96173.0000,63465.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-10,,136.5200,131.2200,129.4600,138.3900,104.3000,98.8000,104.6000,105.2000,110.3000,108.5000,98.6000,97.3003,81.4000,79.8000,85.4000,81.6000,,,,,8709.0000,5658.0000,15025.0000,39199.7900,2095.8144,37072.5020,107.8900,153.0400,143.5600,306.7400,154.1800,99.7800,81.0500,2562.3299,291017.6634,152.6967,297374.0000,251087.0000,117.0000,120.5000,101.3000,111.9000,84.4000,118.8000,829.3727,182.4219,351.0937,1.8167,49.1936,0.0824,102291.0000,65463.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-10,166.8645,136.0900,142.2400,126.4600,138.3700,102.5000,97.4000,102.8000,104.7000,106.5000,99.3000,97.4000,95.3212,80.5000,77.1000,88.8000,78.3000,,,,,8676.0000,5420.0000,15180.0000,37565.5000,3110.2642,34615.5119,105.0200,160.4100,147.4000,307.3100,136.9500,108.5900,82.9500,1906.5048,278857.8367,146.2704,283997.0000,262758.0000,115.0000,111.5000,102.9000,111.1000,83.9000,120.3000,865.5120,183.0421,352.5683,1.8015,48.8260,0.0796,106720.0000,65117.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-10,,141.6400,176.9000,131.5200,141.6000,106.9000,103.2000,107.1000,109.4000,108.8000,100.3000,103.0000,97.3305,84.0000,79.7000,93.5000,85.5000,,,,,8448.0000,5224.0000,15303.0000,39169.1900,2984.1748,36654.3040,105.9100,178.1300,165.3600,297.5800,135.3600,112.4500,85.5000,2060.1561,278207.5201,151.0350,290756.0000,302332.0000,114.1000,111.7000,102.1000,114.0000,84.3000,123.2000,878.4159,183.4082,354.2606,1.7572,50.7740,0.0786,99028.0000,66903.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-10,,141.5500,139.1600,133.8000,142.9100,108.1000,103.4000,108.4000,107.7000,114.0000,111.5000,105.7000,100.7675,87.4000,80.5000,101.9000,89.3000,,,,,8812.0000,5451.0000,15456.0000,39423.0000,4807.5108,35112.1593,111.9200,179.2100,166.5100,347.4600,145.9500,109.3100,89.6500,2001.1549,272884.6259,156.8686,308387.0000,312783.0000,115.2000,112.6000,105.7000,115.6000,84.8000,126.5000,898.2788,183.8667,359.2203,1.7560,53.3941,0.0771,102260.0000,70110.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-10,182.2266,139.4600,110.2500,132.2600,142.1500,105.8000,102.8000,106.0000,103.9000,111.5000,105.1000,107.6000,98.8639,85.7000,79.5000,98.8000,87.5000,,,,,8904.0000,5658.0000,15405.0000,39313.0000,5452.5231,33945.1023,107.3600,192.7100,173.1900,359.5900,137.7100,106.5500,88.2500,1932.9623,274191.2471,155.3948,278441.0000,307057.0000,116.3000,114.0000,107.1000,113.3000,84.5000,128.4000,907.4682,184.6205,360.3339,1.6942,57.6909,0.0737,104731.0000,69001.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-10,,139.3300,92.9600,133.8400,142.5000,107.7000,100.8000,108.2000,105.1000,111.7000,111.3000,110.5000,100.0197,88.7000,83.4000,100.9000,85.4000,,,,,8951.0000,5713.0000,15434.0000,40184.0000,4893.9730,35273.4740,103.8600,176.5700,165.7400,352.7800,125.5800,113.6900,88.0800,1586.8469,284768.2758,156.2934,293567.0000,303172.0000,114.9000,115.5000,108.3000,113.3000,85.0000,124.8000,895.4754,185.5067,361.7392,1.7014,60.0564,0.0706,101198.0000,68776.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-10,,139.6800,101.2100,132.4100,143.1000,106.8000,99.1000,107.3000,102.6000,118.3000,114.2000,108.5000,98.8564,90.6000,82.4000,108.1000,90.3000,,,,,8963.0000,5833.0000,15317.0000,39402.0000,5242.4584,34132.2413,98.2700,183.6800,166.3600,410.4900,111.5000,121.5700,84.3000,1334.5547,278229.2024,150.9625,301940.0000,328473.0000,110.4000,111.5000,111.6000,112.9000,85.0000,125.2000,900.9339,186.4714,364.4522,1.7161,63.7317,0.0698,108441.0000,72933.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-10,177.5365,136.6900,115.4500,122.7300,142.9300,96.6000,102.0000,96.2000,95.1000,105.3000,94.3000,97.1000,92.4206,109.8000,111.6000,112.4000,80.1000,,,,,9302.0000,6305.0000,15169.0000,41338.0000,3523.0689,37786.1210,112.8200,162.9100,150.1000,417.6800,140.4500,105.5000,96.1700,1412.1723,255580.6298,152.2989,264780.0000,381552.0000,107.8000,112.4000,108.9000,102.8000,81.7000,119.5000,830.2142,187.4410,365.2540,1.6662,68.4492,0.0671,117202.0000,71696.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-11,,132.6600,119.4900,120.5700,138.7000,93.2000,99.4000,92.8000,94.2000,96.1000,96.2000,89.1000,89.7163,83.9000,81.7000,90.2000,77.3000,83.8000,80.6000,79.7000,102.7000,9810.0000,6250.0000,14467.0000,41973.2400,1741.2728,40192.7325,79.8900,150.5700,147.4100,340.7900,96.4000,89.2800,67.4400,1150.7116,247436.3925,139.7974,239301.0000,244873.0000,106.6000,108.5000,110.3000,101.4000,81.6000,105.4000,721.6293,188.3970,367.5186,1.6734,71.1306,0.0720,94902.0000,65070.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-11,,136.1800,170.8700,122.1900,139.4900,95.4000,90.7000,95.7000,93.0000,109.1000,107.6000,91.3000,91.9522,82.3000,75.9000,97.7000,75.4000,83.3000,80.9000,79.3000,89.8000,9405.0000,6331.0000,14487.0000,39748.3100,1768.3492,37884.5641,87.0500,156.3200,141.8800,354.5400,103.4600,86.7200,76.3900,1262.8127,245627.5460,142.5412,295946.0000,274153.0000,110.2000,110.8000,107.9000,106.5000,82.3000,114.4000,862.6173,189.1129,370.2015,1.6612,75.6501,0.0749,97679.0000,67328.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-11,172.7054,144.9300,218.0400,131.2800,144.8000,104.4000,97.0000,104.8000,103.1000,116.9000,110.2000,100.6000,98.5844,88.0000,82.2000,102.1000,80.6000,87.5000,84.0000,83.5000,98.9000,9508.0000,6373.0000,15188.0000,42272.7000,1591.5352,40641.8608,97.9900,171.9100,159.7400,366.0700,120.9400,98.8900,83.9500,2494.2471,277988.8447,157.4368,296322.0000,306135.0000,113.2000,112.6000,105.1000,111.0000,83.3000,124.4000,871.9705,189.9828,371.7563,1.6287,76.6071,0.0787,107998.0000,71201.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-11,,139.8900,194.8300,124.3200,142.1300,97.5000,96.5000,97.6000,98.4000,104.3000,97.4000,93.2000,90.5397,86.3000,82.9000,96.0000,76.2000,86.7000,83.7000,82.5000,98.6000,9237.0000,6298.0000,15335.0000,40334.9000,1331.8460,38972.0235,97.9200,170.1700,151.5600,409.6000,135.1500,90.8400,74.2800,3298.3604,261567.1174,150.8089,283219.0000,289189.0000,113.6000,112.6000,100.5000,108.3000,82.9000,114.4000,857.7395,191.0277,373.9125,1.5733,76.6478,0.0774,102645.0000,47398.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-11,,143.2300,137.8800,134.1300,145.0800,107.1000,101.7000,107.4000,107.2000,118.3000,106.2000,102.9000,101.3869,91.9000,84.8000,107.7000,91.1000,89.8000,89.1000,84.0000,96.1000,9138.0000,6002.0000,15255.0000,40359.6100,2029.0626,38448.6900,110.4400,182.4400,168.2100,380.2100,152.6700,104.6600,83.4800,3420.4517,285419.1232,162.9101,305251.0000,318534.0000,110.4000,107.8000,99.7000,115.2000,84.0000,124.9000,899.6119,192.1930,375.1090,1.5799,71.9919,0.0737,112773.0000,53421.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-11,180.4342,141.7500,154.5900,129.8700,144.1500,102.8000,101.2000,102.9000,104.3000,114.5000,97.9000,96.4000,100.1405,88.0000,82.5000,99.9000,88.9000,89.0000,86.4000,85.6000,95.7000,8868.0000,5719.0000,15387.0000,38493.0800,2554.9093,36534.5066,112.9500,179.3500,165.9900,387.7400,137.9100,116.1500,98.3300,3008.7557,275184.2192,155.8893,296050.0000,304333.0000,108.3000,104.9000,102.3000,112.1000,83.6000,123.6000,919.4085,193.2116,375.5967,1.5611,71.3343,0.0735,113135.0000,52207.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-11,,145.1900,198.9800,132.3600,145.5500,106.1000,104.2000,106.2000,106.8000,114.2000,101.4000,102.9000,101.0696,90.1000,85.3000,100.5000,90.9000,90.7000,89.9000,84.9000,103.8000,9128.0000,5654.0000,15436.0000,40103.9500,2485.2097,38272.0177,105.2800,177.4900,168.1800,406.4500,135.2400,116.2800,83.2700,2506.9850,279015.0758,161.0238,308798.0000,306231.0000,106.1000,99.3000,106.6000,113.7000,83.6000,123.5000,916.9443,193.9651,375.3338,1.5563,70.8411,0.0729,106948.0000,50413.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-11,,147.5100,154.8200,138.0900,147.6700,110.8000,104.3000,111.2000,108.7000,126.2000,112.9000,108.7000,105.6095,92.1000,85.7000,105.8000,95.2000,92.8000,92.6000,87.0000,99.8000,9201.0000,5879.0000,15853.0000,41871.2700,2416.2222,39938.6455,122.0100,204.5700,189.7600,433.5400,158.9100,137.2300,94.2500,3247.0104,287103.1166,167.6509,326213.0000,327610.0000,104.4000,92.9000,104.1000,117.7000,84.6000,131.3000,986.7534,194.9737,377.0603,1.5872,69.9471,0.0734,121505.0000,55823.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-11,192.7234,142.3000,123.3500,132.8200,145.2200,104.8000,101.4000,105.0000,104.2000,113.6000,95.9000,105.5000,104.1818,89.7000,83.6000,102.3000,93.1000,91.2000,88.3000,88.3000,97.9000,9524.0000,6113.0000,15731.0000,40575.2000,2164.2308,38535.8220,109.0900,189.2300,173.6500,377.3100,141.9200,117.8600,85.7600,2989.5451,273900.1615,162.9686,261130.0000,311648.0000,103.2000,91.8000,101.0000,113.0000,84.0000,131.1000,1005.1374,196.0851,379.3981,1.8544,64.3604,0.0714,111888.0000,52589.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-11,,142.0200,105.1200,133.9100,145.0400,106.3000,102.7000,106.5000,104.8000,113.6000,100.7000,108.3000,105.0127,90.0000,87.0000,97.0000,91.2000,90.9000,88.5000,87.3000,102.5000,9365.0000,6156.0000,15671.0000,41837.7000,2691.2334,39050.6662,104.3000,186.0700,163.8100,391.2900,137.0400,105.3900,83.1200,2291.7222,287577.1521,162.9738,270949.0000,280567.0000,103.1000,98.1000,106.5000,111.8000,84.2000,129.9000,944.0615,197.1832,382.6988,1.6885,68.5460,0.0685,105728.0000,51281.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-11,,141.8700,112.1200,131.8000,145.3800,104.2000,102.6000,104.3000,100.8000,116.0000,101.5000,107.4000,102.0290,93.4000,87.9000,105.2000,95.5000,92.6000,87.5000,89.2000,105.6000,9303.0000,6208.0000,15484.0000,40884.0000,2620.1481,38144.6841,105.2900,197.9800,168.8600,584.5100,132.7800,119.4100,84.1500,2165.5409,286826.0038,159.2945,273358.0000,321560.0000,98.9000,94.7000,108.1000,110.3000,83.7000,128.6000,952.4201,198.2479,383.7321,1.8109,63.4933,0.0668,114891.0000,54630.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-11,187.2354,139.2300,128.4000,122.5600,147.2400,95.7000,104.2000,95.1000,94.1000,108.3000,88.9000,96.2000,94.5356,114.5000,119.0000,111.6000,84.2000,99.9000,92.2000,96.4000,113.8000,9483.0000,6498.0000,15282.0000,42811.0000,2598.5292,40064.7979,109.7000,170.4300,147.4900,444.8200,144.5800,98.4700,91.4300,1868.6904,258745.2356,157.5343,261245.0000,348415.0000,96.5000,94.1000,108.8000,102.2000,80.4000,123.5000,869.8558,199.4176,381.5065,1.8758,60.5715,0.0651,129843.0000,52742.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-12,,133.3400,110.5200,119.0200,140.5500,88.7000,92.4000,88.2000,90.2000,79.8000,86.8000,88.2000,93.5000,90.8000,88.0000,97.3000,88.4000,87.6000,81.0000,84.7000,106.2000,9800.0000,6466.0000,14567.0000,43141.0000,1879.6042,41081.2454,81.9200,164.0900,152.0000,339.8000,99.7100,91.7100,67.2100,1462.9040,251891.7660,146.5149,210604.0000,268273.0000,99.1000,104.7000,104.2000,102.5000,81.8000,114.3000,796.9301,200.3748,380.1330,1.7391,65.8272,0.0701,102529.0000,50872.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-12,,135.3500,163.3700,119.4700,140.0800,89.8000,93.6000,89.4000,89.9000,98.4000,82.0000,89.2000,93.6000,84.9000,83.9000,87.9000,81.8000,86.1000,80.0000,85.5000,93.7000,9705.0000,6608.0000,15059.0000,42758.0000,2145.2907,40454.8083,92.2200,151.7300,140.8100,308.7100,108.6200,99.4300,81.1300,1572.5516,247366.5698,144.6007,219068.0000,249517.0000,99.8000,102.7000,104.8000,101.7000,81.3000,110.2000,906.4811,201.2164,379.9430,1.7092,65.3522,0.0756,97032.0000,49016.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-12,178.1318,146.3500,205.1300,130.8700,148.3400,99.7000,98.6000,99.8000,97.5000,112.7000,104.7000,99.2000,102.8000,97.1000,92.5000,107.9000,94.2000,93.6000,90.1000,89.7000,100.6000,10271.0000,7037.0000,15579.0000,46170.0000,2975.4351,43119.5862,105.3300,172.5400,159.0300,360.3300,144.3600,88.8600,84.0000,2939.1627,284092.8149,167.8831,313178.0000,300574.0000,102.4000,98.8000,109.2000,107.9000,82.2000,126.9000,963.9180,201.7798,381.1208,1.8221,62.6201,0.0794,122615.0000,53668.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-12,,139.8500,186.6900,122.0500,143.8300,92.8000,96.2000,92.3000,92.5000,97.5000,92.8000,91.2000,95.0000,88.8000,87.8000,91.5000,86.2000,89.3000,86.5000,84.7000,96.4000,9928.0000,6856.0000,15530.0000,42800.0000,4240.9229,38337.7923,96.7800,168.7900,148.0300,330.2600,137.9300,80.5500,73.5500,2988.5320,264387.5591,152.9723,266275.0000,257887.0000,103.0000,96.3000,110.9000,112.0000,83.1000,129.0000,904.2679,202.8089,386.1516,1.8918,60.1544,0.0775,115242.0000,52616.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
