gdp;mining;ind;eletco;eletin;eletot;eletho;constr;retail;rtailb;export;import;diesel;truckt;jobrtl;jobtrs;jobacc;jobhlt;jobedc;credit
-0.022292196;-0.100297214;-0.114410351;0.040979365;-0.107093542;0.004839429;0.037093757;-0.096189055;0.05495072;0.099678682;-0.049437099;-0.312792067;-0.035446749;-0.04943649;0.033799928;0.024764346;0.028877623;0.053241855;0.030554615;0.007579838
-0.011691482;-0.108240979;-0.104543856;0.042298675;-0.105989024;0.013092048;0.057383427;-0.103670071;0.057404568;0.009414999;-0.124547;-0.230759205;0.006341175;-0.072390744;0.032128143;0.020080128;0.027193133;0.054600555;0.02987143;-0.024437856
-0.011691482;-0.10846063;-0.068592791;0.027068728;-0.08523111;-0.007255687;0.066047236;-0.079557513;0.044951388;0.054936787;-0.095164802;-0.297258618;-0.012771566;-0.039289226;0.031688327;0.019090139;0.026091711;0.054348622;0.029240203;0.011825038
-0.011691482;-0.098819835;-0.075107472;0.038240801;-0.064089242;-0.018082172;0.074080555;-0.065318492;0.049071894;0.089148731;-0.162111125;-0.136386035;-0.029852963;-0.043288029;0.024731321;0.019608255;0.023687095;0.053241546;0.027433821;-0.053709628
0.051922691;-0.082691716;-0.023224453;0.047875562;-0.063517558;-0.011065687;0.049141967;-0.049849486;0.081456135;0.106891377;-0.093560756;-0.158868707;0.0305188;-0.021023733;0.029726911;0.020163909;0.025986183;0.052957982;0.027161764;-0.017072879
0.051922691;0.011325149;0.055318275;0.049637981;-0.022166751;-0.012328079;0.04833919;0.043697088;0.082047386;0.150282203;-0.082850618;0.015548441;0.068992871;0.037519483;0.036673732;0.023183478;0.028500445;0.052270652;0.027018077;0.08087067
0.051922691;0.175849042;0.173443883;0.125305113;0.063395272;0.024829428;0.110509664;0.123291482;0.087730284;0.129645571;0.00021015;0.097984701;0.095051146;0.080376402;0.042522321;0.027451287;0.032114741;0.053877968;0.026592613;0.018298078
0.088078801;0.193852754;0.145216351;0.079288136;0.098637871;0.019357457;0.072169076;0.099871712;0.098897508;0.097570368;0.047166232;0.158962696;0.059063341;0.070541238;0.050544135;0.032120158;0.033753755;0.053911452;0.02819207;0.037739496
0.088078801;0.189722146;0.155086396;0.072214465;0.109092748;0.06684761;0.090977121;0.139287488;0.115104223;0.129163707;0.101567975;0.392700766;0.132813775;0.114246445;0.05431678;0.037707044;0.034513919;0.053034027;0.025413729;0.131541908
0.088078801;0.141516057;0.173271721;0.07846168;0.097893766;0.060773531;0.075192694;0.180771664;0.146803108;0.201284758;0.141667496;0.38047269;0.16224789;0.13313495;0.060730154;0.04390084;0.037954971;0.05272615;0.023929375;0.117801617
0.081749018;0.161899926;0.152645789;0.055417735;0.095719083;0.054213253;0.077105314;0.16963227;0.087495053;0.114056223;0.034125838;0.40697015;0.106429463;0.102042124;0.064302739;0.048536083;0.039305728;0.052753541;0.024618828;0.110022164
0.081749018;0.145751504;0.13271228;0.075413988;0.117674888;0.078854394;0.061687306;0.171311818;0.098699375;0.091264321;0.166194993;0.344317884;0.145144315;0.130376569;0.069805474;0.05348549;0.039916356;0.053628605;0.024719022;0.180677642
0.081749018;0.089066876;0.106658374;0.074477044;0.1094679;0.071549764;0.092559241;0.131597408;0.108102418;0.031548358;-0.008910856;0.362901597;0.109732388;0.109953099;0.074551489;0.057712636;0.040250278;0.053470221;0.024604613;0.12073349
0.06677778;0.09763847;0.088795499;0.04422556;0.089205867;0.055446807;0.041448572;0.089490901;0.105778838;0.117336707;0.026502388;0.345438378;0.104348626;0.104147823;0.07746851;0.061619024;0.041513134;0.053252821;0.026399226;0.086711735
