DATE,Payroll,Industry,Income,Sales,Lag,Target
1929-08-01,,8.0863,,,0,0
1929-09-01,,8.0309,,,0,1
1929-10-01,,7.8924,,,1,1
1929-11-01,,7.5047,,,1,1
1929-12-01,,7.1724,,,1,1
1930-01-01,,7.1724,,,1,1
1930-02-01,,7.1447,,,1,1
1930-03-01,,7.034,,,1,1
1930-04-01,,6.9786,,,1,1
1930-05-01,,6.8678,,,1,1
1930-06-01,,6.674,,,1,1
1930-07-01,,6.3693,,,1,1
1930-08-01,,6.2309,,,1,1
1930-09-01,,6.1201,,,1,1
1930-10-01,,5.9539,,,1,1
1930-11-01,,5.8155,,,1,1
1930-12-01,,5.677,,,1,1
1931-01-01,,5.6493,,,1,1
1931-02-01,,5.677,,,1,1
1931-03-01,,5.7878,,,1,1
1931-04-01,,5.8155,,,1,1
1931-05-01,,5.7324,,,1,1
1931-06-01,,5.5939,,,1,1
1931-07-01,,5.5109,,,1,1
1931-08-01,,5.317,,,1,1
1931-09-01,,5.0678,,,1,1
1931-10-01,,4.8739,,,1,1
1931-11-01,,4.8185,,,1,1
1931-12-01,,4.7908,,,1,1
1932-01-01,,4.6524,,,1,1
1932-02-01,,4.5416,,,1,1
1932-03-01,,4.4862,,,1,1
1932-04-01,,4.1816,,,1,1
1932-05-01,,4.0431,,,1,1
1932-06-01,,3.9047,,,1,1
1932-07-01,,3.7939,,,1,1
1932-08-01,,3.9047,,,1,1
1932-09-01,,4.1539,,,1,1
1932-10-01,,4.2924,,,1,1
1932-11-01,,4.2924,,,1,1
1932-12-01,,4.2093,,,1,1
1933-01-01,,4.1262,,,1,1
1933-02-01,,4.1539,,,1,1
1933-03-01,,3.9047,,,1,1
1933-04-01,,4.1816,,,1,0
1933-05-01,,4.8739,,,0,0
1933-06-01,,5.6216,,,0,0
1933-07-01,,6.1478,,,0,0
1933-08-01,,5.8986,,,0,0
1933-09-01,,5.5663,,,0,0
1933-10-01,,5.2893,,,0,0
1933-11-01,,4.9847,,,0,0
1933-12-01,,5.0124,,,0,0
1934-01-01,,5.1785,,,0,0
1934-02-01,,5.4278,,,0,0
1934-03-01,,5.677,,,0,0
1934-04-01,,5.677,,,0,0
1934-05-01,,5.7878,,,0,0
1934-06-01,,5.677,,,0,0
1934-07-01,,5.2893,,,0,0
1934-08-01,,5.2339,,,0,0
1934-09-01,,4.9293,,,0,0
1934-10-01,,5.1509,,,0,0
1934-11-01,,5.2062,,,0,0
1934-12-01,,5.5386,,,0,0
1935-01-01,,5.9816,,,0,0
1935-02-01,,6.0924,,,0,0
1935-03-01,,6.0647,,,0,0
1935-04-01,,5.9539,,,0,0
1935-05-01,,5.9539,,,0,0
1935-06-01,,6.037,,,0,0
1935-07-01,,6.037,,,0,0
1935-08-01,,6.2586,,,0,0
1935-09-01,,6.4247,,,0,0
1935-10-01,,6.6186,,,0,0
1935-11-01,,6.757,,,0,0
1935-12-01,,6.8401,,,0,0
1936-01-01,,6.7293,,,0,0
1936-02-01,,6.5632,,,0,0
1936-03-01,,6.6463,,,0,0
1936-04-01,,7.0617,,,0,0
1936-05-01,,7.2001,,,0,0
1936-06-01,,7.3386,,,0,0
1936-07-01,,7.477,,,0,0
1936-08-01,,7.5878,,,0,0
1936-09-01,,7.7263,,,0,0
1936-10-01,,7.8371,,,0,0
1936-11-01,,8.0586,,,0,0
1936-12-01,,8.3078,,,0,0
1937-01-01,,8.2801,,,0,0
1937-02-01,,8.3909,,,0,0
1937-03-01,,8.5848,,,0,0
1937-04-01,,8.5848,,,0,0
1937-05-01,,8.6125,,,0,0
1937-06-01,,8.5017,,,0,1
1937-07-01,,8.5571,,,1,1
1937-08-01,,8.5017,,,1,1
1937-09-01,,8.2248,,,1,1
1937-10-01,,7.6155,,,1,1
1937-11-01,,6.8678,,,1,1
1937-12-01,,6.2586,,,1,1
1938-01-01,,6.1201,,,1,1
1938-02-01,,6.0647,,,1,1
1938-03-01,,6.0647,,,1,1
1938-04-01,,5.9539,,,1,1
1938-05-01,,5.8155,,,1,1
1938-06-01,,5.8709,,,1,1
1938-07-01,,6.2032,,,1,0
1938-08-01,,6.5355,,,0,0
1938-09-01,,6.7293,,,0,0
1938-10-01,,6.8955,,,0,0
1938-11-01,,7.1724,,,0,0
1938-12-01,,7.2555,,,0,0
1939-01-01,,7.2555,,,0,0
1939-02-01,,7.3109,,,0,0
1939-03-01,,7.3386,,,0,0
1939-04-01,,7.3109,,,0,0
1939-05-01,,7.2832,,,0,0
1939-06-01,,7.4494,,,0,0
1939-07-01,,7.6709,,,0,0
1939-08-01,,7.7817,,,0,0
1939-09-01,,8.2525,,,0,0
1939-10-01,,8.6678,,,0,0
1939-11-01,,8.8894,,,0,0
1939-12-01,,8.8894,,,0,0
1940-01-01,,8.7786,,,0,0
1940-02-01,,8.5017,,,0,0
1940-03-01,,8.3078,,,0,0
1940-04-01,,8.474,,,0,0
1940-05-01,,8.7232,,,0,0
1940-06-01,,9.0002,,,0,0
1940-07-01,,9.1109,,,0,0
1940-08-01,,9.1663,,,0,0
1940-09-01,,9.3602,,,0,0
1940-10-01,,9.4986,,,0,0
1940-11-01,,9.7202,,,0,0
1940-12-01,,10.0525,,,0,0
1941-01-01,,10.3017,,,0,0
1941-02-01,,10.6063,,,0,0
1941-03-01,,10.9386,,,0,0
1941-04-01,,10.9663,,,0,0
1941-05-01,,11.4648,,,0,0
1941-06-01,,11.5479,,,0,0
1941-07-01,,11.6864,,,0,0
1941-08-01,,11.8248,,,0,0
1941-09-01,,11.8248,,,0,0
1941-10-01,,11.9356,,,0,0
1941-11-01,,11.991,,,0,0
1941-12-01,,12.1848,,,0,0
1942-01-01,,12.4341,,,0,0
1942-02-01,,12.6556,,,0,0
1942-03-01,,12.7941,,,0,0
1942-04-01,,12.4341,,,0,0
1942-05-01,,12.4617,,,0,0
1942-06-01,,12.4895,,,0,0
1942-07-01,,12.7941,,,0,0
1942-08-01,,13.1818,,,0,0
1942-09-01,,13.4864,,,0,0
1942-10-01,,13.9295,,,0,0
1942-11-01,,14.2618,,,0,0
1942-12-01,,14.5941,,,0,0
1943-01-01,,14.7326,,,0,0
1943-02-01,,15.1203,,,0,0
1943-03-01,,15.231,,,0,0
1943-04-01,,15.4249,,,0,0
1943-05-01,,15.5356,,,0,0
1943-06-01,,15.4526,,,0,0
1943-07-01,,15.9233,,,0,0
1943-08-01,,16.2557,,,0,0
1943-09-01,,16.6711,,,0,0
1943-10-01,,16.9203,,,0,0
1943-11-01,,17.1418,,,0,0
1943-12-01,,16.9203,,,0,0
1944-01-01,,17.1141,,,0,0
1944-02-01,,17.2526,,,0,0
1944-03-01,,17.2249,,,0,0
1944-04-01,,17.2249,,,0,0
1944-05-01,,17.1142,,,0,0
1944-06-01,,17.0588,,,0,0
1944-07-01,,17.0311,,,0,0
1944-08-01,,17.2526,,,0,0
1944-09-01,,17.1418,,,0,0
1944-10-01,,17.1972,,,0,0
1944-11-01,,17.0588,,,0,0
1944-12-01,,17.0034,,,0,0
1945-01-01,,16.8372,,,0,0
1945-02-01,,16.7818,,,0,0
1945-03-01,,16.671,,,0,1
1945-04-01,,16.3664,,,1,1
1945-05-01,,15.9234,,,1,1
1945-06-01,,15.5633,,,1,1
1945-07-01,,15.2034,,,1,1
1945-08-01,,13.6249,,,1,1
1945-09-01,,12.4064,,,1,1
1945-10-01,,11.9079,,,1,1
1945-11-01,,12.351,,,1,0
1945-12-01,,12.4064,,,0,0
1946-01-01,,11.714,,,0,0
1946-02-01,,11.1325,,,0,0
1946-03-01,,12.2956,,,0,0
1946-04-01,,12.0741,,,0,0
1946-05-01,,11.631,,,0,0
1946-06-01,,12.351,,,0,0
1946-07-01,,12.7664,,,0,0
1946-08-01,,13.2371,,,0,0
1946-09-01,,13.4864,,,0,0
1946-10-01,,13.7356,,,0,0
1946-11-01,,13.8187,,,0,0
1946-12-01,,13.9018,,,0,0
1947-01-01,,14.0679,,,0,0
1947-02-01,,14.151,,,0,0
1947-03-01,,14.2341,,,0,0
1947-04-01,,14.1233,,,0,0
1947-05-01,,14.1787,,,0,0
1947-06-01,,14.1787,,,0,0
1947-07-01,,14.0956,,,0,0
1947-08-01,,14.1787,,,0,0
1947-09-01,,14.2895,,,0,0
1947-10-01,,14.4279,,,0,0
1947-11-01,,14.6218,,,0,0
1947-12-01,,14.6772,,,0,0
1948-01-01,,14.7603,,,0,0
1948-02-01,,14.788,,,0,0
1948-03-01,,14.6218,,,0,0
1948-04-01,,14.6495,,,0,0
1948-05-01,,14.8987,,,0,0
1948-06-01,,15.0926,,,0,0
1948-07-01,,15.0926,,,0,0
1948-08-01,,15.0372,,,0,0
1948-09-01,,14.9264,,,0,0
1948-10-01,,15.0372,,,0,0
1948-11-01,,14.8433,,,0,0
1948-12-01,,14.7049,,,0,1
1949-01-01,,14.5664,,,1,1
1949-02-01,,14.428,,,1,1
1949-03-01,,14.151,,,1,1
1949-04-01,,14.0679,,,1,1
1949-05-01,,13.8741,,,1,1
1949-06-01,,13.8464,,,1,1
1949-07-01,,13.8187,,,1,1
1949-08-01,,13.9572,,,1,1
1949-09-01,,14.0956,,,1,1
1949-10-01,,13.5695,,,1,1
1949-11-01,,13.9295,,,1,0
1949-12-01,,14.1787,,,0,0
1950-01-01,,14.4279,,,0,0
1950-02-01,,14.4833,,,0,0
1950-03-01,,14.9541,,,0,0
1950-04-01,,15.4526,,,0,0
1950-05-01,,15.8126,,,0,0
1950-06-01,,16.2834,,,0,0
1950-07-01,,16.8095,,,0,0
1950-08-01,,17.3357,,,0,0
1950-09-01,,17.2249,,,0,0
1950-10-01,,17.3357,,,0,0
1950-11-01,,17.308,,,0,0
1950-12-01,,17.6126,,,0,0
1951-01-01,,17.668,,,0,0
1951-02-01,,17.7788,,,0,0
1951-03-01,,17.8618,,,0,0
1951-04-01,,17.8895,,,0,0
1951-05-01,,17.8342,,,0,0
1951-06-01,,17.7511,,,0,0
1951-07-01,,17.4741,,,0,0
1951-08-01,,17.308,,,0,0
1951-09-01,,17.4188,,,0,0
1951-10-01,,17.3911,,,0,0
1951-11-01,,17.5295,,,0,0
1951-12-01,,17.6403,,,0,0
1952-01-01,,17.8341,,,0,0
1952-02-01,,17.9449,,,0,0
1952-03-01,,18.0003,,,0,0
1952-04-01,,17.8341,,,0,0
1952-05-01,,17.668,,,0,0
1952-06-01,,17.5018,,,0,0
1952-07-01,,17.2249,,,0,0
1952-08-01,,18.3326,,,0,0
1952-09-01,,18.9972,,,0,0
1952-10-01,,19.1911,,,0,0
1952-11-01,,19.5788,,,0,0
1952-12-01,,19.6896,,,0,0
1953-01-01,,19.7449,,,0,0
1953-02-01,,19.8557,,,0,0
1953-03-01,,20.0219,,,0,0
1953-04-01,,20.105,,,0,0
1953-05-01,,20.2157,,,0,0
1953-06-01,,20.1326,,,0,0
1953-07-01,,20.3819,,,0,0
1953-08-01,,20.2711,,,0,1
1953-09-01,,19.8557,,,1,1
1953-10-01,,19.6896,,,1,1
1953-11-01,,19.2188,,,1,1
1953-12-01,,18.748,,,1,1
1954-01-01,,18.6095,,,1,1
1954-02-01,,18.6649,,,1,1
1954-03-01,,18.5542,,,1,1
1954-04-01,,18.4434,,,1,1
1954-05-01,,18.5542,,,1,1
1954-06-01,,18.6096,,,1,0
1954-07-01,,18.6372,,,0,0
1954-08-01,,18.6095,,,0,0
1954-09-01,,18.6372,,,0,0
1954-10-01,,18.8588,,,0,0
1954-11-01,,19.1634,,,0,0
1954-12-01,,19.4126,,,0,0
1955-01-01,,19.8557,,,0,0
1955-02-01,,20.105,,,0,0
1955-03-01,,20.5757,,,0,0
1955-04-01,,20.825,,,0,0
1955-05-01,,21.1573,,,0,0
1955-06-01,,21.185,,,0,0
1955-07-01,,21.3511,,,0,0
1955-08-01,,21.3234,,,0,0
1955-09-01,,21.4619,,,0,0
1955-10-01,,21.8219,,,0,0
1955-11-01,,21.8773,,,0,0
1955-12-01,,21.9604,,,0,0
1956-01-01,,22.0988,,,0,0
1956-02-01,,21.905,,,0,0
1956-03-01,,21.905,,,0,0
1956-04-01,,22.0712,,,0,0
1956-05-01,,21.8773,,,0,0
1956-06-01,,21.6835,,,0,0
1956-07-01,,21.0188,,,0,0
1956-08-01,,21.8773,,,0,0
1956-09-01,,22.3758,,,0,0
1956-10-01,,22.5696,,,0,0
1956-11-01,,22.3758,,,0,0
1956-12-01,,22.7081,,,0,0
1957-01-01,,22.625,,,0,0
1957-02-01,,22.8466,,,0,0
1957-03-01,,22.8189,,,0,0
1957-04-01,,22.5142,,,0,0
1957-05-01,,22.4312,,,0,0
1957-06-01,,22.4866,,,0,0
1957-07-01,,22.625,,,0,0
1957-08-01,,22.625,,,0,0
1957-09-01,,22.4312,,,0,1
1957-10-01,,22.0988,,,1,1
1957-11-01,,21.5727,,,1,1
1957-12-01,,21.1573,,,1,1
1958-01-01,,20.7696,,,1,1
1958-02-01,,20.3265,,,1,1
1958-03-01,,20.0773,,,1,1
1958-04-01,,19.745,,,1,1
1958-05-01,,19.9388,,,1,0
1958-06-01,,20.465,,,0,0
1958-07-01,,20.7696,,,0,0
1958-08-01,,21.185,,,0,0
1958-09-01,,21.3788,,,0,0
1958-10-01,,21.6281,,,0,0
1958-11-01,,22.265,,,0,0
1958-12-01,,22.2927,,,0,0
1959-01-01,,22.625,2288.8,,0,0
1959-02-01,,23.0681,2297,,0,0
1959-03-01,,23.4004,2314,,0,0
1959-04-01,,23.8989,2330.3,,0,0
1959-05-01,,24.2589,2345.8,,0,0
1959-06-01,,24.2866,2352.9,,0,0
1959-07-01,,23.705,2351,,0,0
1959-08-01,,22.9019,2337.6,,0,0
1959-09-01,,22.8743,2337.5,,0,0
1959-10-01,,22.7081,2340.3,,0,0
1959-11-01,,22.8466,2356,,0,0
1959-12-01,,24.2589,2382.9,,0,0
1960-01-01,,24.8958,2394,,0,0
1960-02-01,,24.6743,2396.2,,0,0
1960-03-01,,24.4528,2398.4,,0,0
1960-04-01,,24.2589,2407.1,,0,0
1960-05-01,,24.2312,2413,,0,1
1960-06-01,,23.9266,2412.4,,1,1
1960-07-01,,23.8435,2417,,1,1
1960-08-01,,23.8158,2410.8,,1,1
1960-09-01,,23.5666,2411.5,,1,1
1960-10-01,,23.5389,2419.1,,1,1
1960-11-01,,23.2066,2405.2,,1,1
1960-12-01,,22.7635,2391.1,,1,1
1961-01-01,,22.7912,2412,,1,1
1961-02-01,,22.7635,2412.2,,1,1
1961-03-01,,22.902,2424.1,,1,0
1961-04-01,,23.3727,2432.4,,0,0
1961-05-01,,23.7327,2446.9,,0,0
1961-06-01,,24.065,2466.6,,0,0
1961-07-01,,24.342,2472.5,,0,0
1961-08-01,,24.5635,2483,,0,0
1961-09-01,,24.5358,2487.9,,0,0
1961-10-01,,25.0066,2514.5,,0,0
1961-11-01,,25.3943,2537.6,,0,0
1961-12-01,,25.6158,2551.5,,0,0
1962-01-01,,25.3943,2548,,0,0
1962-02-01,,25.8097,2560.3,,0,0
1962-03-01,,25.9482,2577.3,,0,0
1962-04-01,,26.0035,2593.5,,0,0
1962-05-01,,25.9758,2597.1,,0,0
1962-06-01,,25.9205,2600.4,,0,0
1962-07-01,,26.1697,2612.7,,0,0
1962-08-01,,26.1974,2615.7,,0,0
1962-09-01,,26.3635,2618.8,,0,0
1962-10-01,,26.3912,2627.5,,0,0
1962-11-01,,26.502,2640,,0,0
1962-12-01,,26.502,2653.9,,0,0
1963-01-01,,26.6958,2647.6,,0,0
1963-02-01,,27.0005,2654.5,,0,0
1963-03-01,,27.1666,2666.4,,0,0
1963-04-01,,27.4159,2673.9,,0,0
1963-05-01,,27.7482,2685.3,,0,0
1963-06-01,,27.8313,2699.1,,0,0
1963-07-01,,27.7205,2700.7,,0,0
1963-08-01,,27.7759,2710.4,,0,0
1963-09-01,,28.0528,2729.3,,0,0
1963-10-01,,28.2466,2744.3,,0,0
1963-11-01,,28.3851,2750.9,,0,0
1963-12-01,,28.3297,2770.5,,0,0
1964-01-01,,28.579,2770.2,,0,0
1964-02-01,,28.7728,2795.1,,0,0
1964-03-01,,28.7728,2809.3,,0,0
1964-04-01,,29.2436,2826.5,,0,0
1964-05-01,,29.4098,2844.4,,0,0
1964-06-01,,29.4928,2855.4,,0,0
1964-07-01,,29.6867,2870.9,,0,0
1964-08-01,,29.8805,2888.3,,0,0
1964-09-01,,29.9913,2900.5,,0,0
1964-10-01,,29.5759,2902.4,,0,0
1964-11-01,,30.4898,2923.8,,0,0
1964-12-01,,30.8498,2951.9,,0,0
1965-01-01,,31.1821,2957.2,,0,0
1965-02-01,,31.376,2973.4,,0,0
1965-03-01,,31.7913,2988,,0,0
1965-04-01,,31.9298,2999,,0,0
1965-05-01,,32.179,3018.3,,0,0
1965-06-01,,32.4283,3027.2,,0,0
1965-07-01,,32.7329,3047.7,,0,0
1965-08-01,,32.8713,3063.9,,0,0
1965-09-01,,32.9544,3083.8,,0,0
1965-10-01,,33.2868,3118.3,,0,0
1965-11-01,,33.4252,3140.3,,0,0
1965-12-01,,33.8406,3157.2,,0,0
1966-01-01,,34.1729,3163.9,,0,0
1966-02-01,,34.3945,3180.1,,0,0
1966-03-01,,34.8652,3197.6,,0,0
1966-04-01,,34.9206,3196.4,,0,0
1966-05-01,,35.2529,3207.2,,0,0
1966-06-01,,35.4191,3225.9,,0,0
1966-07-01,,35.6129,3240.3,,0,0
1966-08-01,,35.6406,3249.3,,0,0
1966-09-01,,35.9729,3258,,0,0
1966-10-01,,36.2221,3272.3,,0,0
1966-11-01,,35.9729,3285.4,,0,0
1966-12-01,,36.056,3281.2,,0,0
1967-01-01,,36.2261,3309.8,384920.447,0,0
1967-02-01,,35.8152,3309.1,383442.986,0,0
1967-03-01,,35.6133,3321.9,386220.206,0,0
1967-04-01,,35.9492,3323,385967.616,0,0
1967-05-01,,35.6356,3328,385651.562,0,0
1967-06-01,,35.6311,3341,388516.363,0,0
1967-07-01,,35.55,3356.3,386005.695,0,0
1967-08-01,,36.2311,3370.8,391190.771,0,0
1967-09-01,,36.1723,3375.5,392571.765,0,0
1967-10-01,,36.4669,3376.6,389847.855,0,0
1967-11-01,,36.9884,3397.9,400348.743,0,0
1967-12-01,,37.3868,3407.1,409250.318,0,0
1968-01-01,,37.3465,3423.9,405145.414,0,0
1968-02-01,,37.4804,3451.9,403868.502,0,0
1968-03-01,,37.5974,3468.8,406874.196,0,0
1968-04-01,,37.6518,3479.3,406066.923,0,0
1968-05-01,,38.0741,3500.7,408912.685,0,0
1968-06-01,,38.214,3517.7,411804.142,0,0
1968-07-01,,38.1554,3539.1,415733.884,0,0
1968-08-01,,38.2619,3552.4,408646.133,0,0
1968-09-01,,38.4068,3570.9,414365.582,0,0
1968-10-01,,38.483,3576.1,419977.141,0,0
1968-11-01,,38.9808,3592.5,423598.443,0,0
1968-12-01,,39.1039,3607,419669.971,0,0
1969-01-01,,39.3405,3608,419680.126,0,0
1969-02-01,,39.5922,3622.9,420333.813,0,0
1969-03-01,,39.9027,3640.8,421879.816,0,0
1969-04-01,,39.7559,3649.9,423703.795,0,0
1969-05-01,,39.6056,3664.6,423411.857,0,0
1969-06-01,,39.9925,3678.8,423169.421,0,0
1969-07-01,,40.2037,3698.9,423288.735,0,0
1969-08-01,,40.2961,3722,427881.049,0,0
1969-09-01,,40.287,3732,429946.194,0,0
1969-10-01,,40.2988,3737.5,434919.297,0,0
1969-11-01,,39.9189,3741.5,428897.755,0,0
1969-12-01,,39.8118,3748.1,428106.984,0,0
1970-01-01,,39.0746,3754.4,422711.205,0,1
1970-02-01,,39.0488,3761,423086.917,1,1
1970-03-01,,38.9981,3775.2,418143.008,1,1
1970-04-01,,38.8979,3752.9,416029.63,1,1
1970-05-01,,38.8525,3760.9,420548.324,1,1
1970-06-01,,38.7269,3773.1,422232.681,1,1
1970-07-01,,38.8219,3793,422683.281,1,1
1970-08-01,,38.7527,3800.4,422487.809,1,1
1970-09-01,,38.4856,3789.9,421754.156,1,1
1970-10-01,,37.7157,3768.4,417366.199,1,1
1970-11-01,,37.4873,3766.9,410360.952,1,1
1970-12-01,,38.3482,3776.5,423383.932,1,0
1971-01-01,,38.6432,3813,427531.993,0,0
1971-02-01,,38.5695,3816.9,429919.539,0,0
1971-03-01,,38.5278,3827.4,431702.9,0,0
1971-04-01,,38.7441,3838,434051.098,0,0
1971-05-01,,38.9407,3853.7,436170.823,0,0
1971-06-01,,39.104,3855.4,442160.632,0,0
1971-07-01,,38.9905,3860.3,437068.216,0,0
1971-08-01,,38.7642,3874.9,439814.973,0,0
1971-09-01,,39.3942,3891.9,443775.177,0,0
1971-10-01,,39.6891,3907.7,444082.347,0,0
1971-11-01,,39.8576,3923.9,451590.235,0,0
1971-12-01,,40.3177,3947.8,455806.837,0,0
1972-01-01,,41.2876,3970.2,460625.086,0,0
1972-02-01,,41.6865,3992.5,455653.252,0,0
1972-03-01,,41.9746,4018.6,464095.342,0,0
1972-04-01,,42.4183,4031.6,467248.274,0,0
1972-05-01,,42.3963,4048.4,470125.768,0,0
1972-06-01,,42.5166,4060.7,472176.951,0,0
1972-07-01,,42.498,4087.1,469244.877,0,0
1972-08-01,,43.0629,4128,480493.38,0,0
1972-09-01,,43.3918,4147.7,488756.499,0,0
1972-10-01,,43.9718,4218.1,495502.809,0,0
1972-11-01,,44.4919,4249.3,504981.914,0,0
1972-12-01,,45.0015,4274.5,511716.8,0,0
1973-01-01,,45.2942,4251.7,518234.636,0,0
1973-02-01,,45.9656,4267.9,519044.447,0,0
1973-03-01,,45.9872,4269.8,516971.687,0,0
1973-04-01,,45.9237,4282.7,514832.922,0,0
1973-05-01,,46.2192,4298.4,513182.837,0,0
1973-06-01,,46.2509,4314.8,512158.515,0,0
1973-07-01,,46.4421,4331.7,519138.375,0,0
1973-08-01,,46.3648,4314.4,508410.283,0,0
1973-09-01,,46.7803,4341.3,511919.887,0,0
1973-10-01,,47.0954,4381.5,525050.757,0,0
1973-11-01,,47.3445,4391.6,533543.619,0,0
1973-12-01,,47.2315,4381.3,526402.558,0,1
1974-01-01,,46.8994,4329.4,526877.275,1,1
1974-02-01,,46.7538,4301.4,524291.718,1,1
1974-03-01,,46.7685,4271.7,526064.925,1,1
1974-04-01,,46.6069,4250.6,522230.381,1,1
1974-05-01,,46.9743,4253.4,524529.077,1,1
1974-06-01,,46.9233,4251.6,522698.751,1,1
1974-07-01,,46.9464,4254.9,521503.074,1,1
1974-08-01,,46.4907,4248.8,516444.929,1,1
1974-09-01,,46.5136,4243.6,512069.664,1,1
1974-10-01,,46.3401,4252.8,503301.365,1,1
1974-11-01,,44.8209,4219.5,497915.741,1,1
1974-12-01,,43.234,4203.9,483320.103,1,1
1975-01-01,,42.6409,4190.9,482106.656,1,1
1975-02-01,,41.6602,4171.6,478990.534,1,1
1975-03-01,,41.2135,4171.5,464603.06,1,1
1975-04-01,,41.246,4166.6,469257.57,1,0
1975-05-01,,41.1515,4188.7,469149.679,0,0
1975-06-01,,41.4224,4197.3,473367.551,0,0
1975-07-01,,41.8234,4195.6,475718.288,0,0
1975-08-01,,42.2573,4231,481299.384,0,0
1975-09-01,,42.7796,4243.1,482451.905,0,0
1975-10-01,,42.9687,4261.4,483040.858,0,0
1975-11-01,,43.0614,4270.7,482332.591,0,0
1975-12-01,,43.5973,4272.5,487441.508,0,0
1976-01-01,,44.2288,4296,499509.977,0,0
1976-02-01,,44.6725,4324.2,501703.321,0,0
1976-03-01,,44.7125,4341.5,505495.979,0,0
1976-04-01,,44.9643,4364.8,507913.988,0,0
1976-05-01,,45.1741,4378.3,507352.959,0,0
1976-06-01,,45.183,4381.4,513589.012,0,0
1976-07-01,,45.4535,4396.4,513946.953,0,0
1976-08-01,,45.7737,4413.4,515722.699,0,0
1976-09-01,,45.9031,4420.5,517215.391,0,0
1976-10-01,,45.9207,4424.2,511112.615,0,0
1976-11-01,,46.5978,4460.7,519610.554,0,0
1976-12-01,,47.0854,4475.7,533071.441,0,0
1977-01-01,,46.8276,4458.8,529594.838,0,0
1977-02-01,,47.5417,4474.9,536795.556,0,0
1977-03-01,,48.131,4495.9,543289.276,0,0
1977-04-01,,48.5838,4518.4,542631.78,0,0
1977-05-01,,48.9891,4542.1,542974.49,0,0
1977-06-01,,49.3428,4556.5,547872.705,0,0
1977-07-01,,49.412,4573.8,549364.128,0,0
1977-08-01,,49.4259,4586.6,550271.675,0,0
1977-09-01,,49.6639,4623.4,552292.394,0,0
1977-10-01,,49.7592,4676.2,556429.031,0,0
1977-11-01,,49.8117,4705.4,558971.432,0,0
1977-12-01,,49.8949,4730.7,566379.045,0,0
1978-01-01,,49.2066,4712.6,549039.188,0,0
1978-02-01,,49.4502,4737.4,561630.607,0,0
1978-03-01,,50.3928,4766.9,567270.091,0,0
1978-04-01,,51.4368,4805.1,584456.362,0,0
1978-05-01,,51.6276,4807,583900.411,0,0
1978-06-01,,51.9833,4835,587137.116,0,0
1978-07-01,,51.9592,4845.7,582299.828,0,0
1978-08-01,,52.1543,4867.8,589894.028,0,0
1978-09-01,,52.286,4880.7,588547.304,0,0
1978-10-01,,52.7054,4902,593798.383,0,0
1978-11-01,,53.1047,4908.3,596371.247,0,0
1978-12-01,,53.3886,4939.9,599563.527,0,0
1979-01-01,,53.0453,4952.2,593005.073,0,0
1979-02-01,,53.3303,4980.5,590202.467,0,0
1979-03-01,,53.4973,4995.5,607282.118,0,0
1979-04-01,,52.8938,4946.8,590898.041,0,0
1979-05-01,,53.3187,4932.3,603979.409,0,0
1979-06-01,,53.3157,4940.1,597813.167,0,0
1979-07-01,,53.2433,4945.5,597056.667,0,0
1979-08-01,,52.8899,4953.8,598093.682,0,0
1979-09-01,,52.9486,4957.1,594717.354,0,0
1979-10-01,,53.239,4955.6,592940.339,0,0
1979-11-01,,53.1918,4970.6,593165.004,0,0
1979-12-01,,53.2603,4982.2,591432.415,0,0
1980-01-01,,53.5037,4975.7,596439.789,0,0
1980-02-01,,53.5053,4955.9,590829.499,0,1
1980-03-01,,53.3294,4938.7,577376.228,1,1
1980-04-01,,52.2336,4928.8,565015.82,1,1
1980-05-01,,50.9638,4908.2,557782.101,1,1
1980-06-01,,50.3348,4916.5,556176.441,1,1
1980-07-01,,49.9462,4900.4,563194.38,1,1
1980-08-01,,50.1256,4918.2,567253.59,1,0
1980-09-01,,50.9386,4935.3,579201.476,0,0
1980-10-01,,51.5813,4992.9,591297.869,0,0
1980-11-01,,52.4717,5017.2,591691.351,0,0
1980-12-01,,52.7685,5038.3,593152.311,0,0
1981-01-01,,52.4668,5025.2,596763.459,0,0
1981-02-01,,52.226,5011.1,594303.563,0,0
1981-03-01,,52.5025,5026.1,588163.977,0,0
1981-04-01,,52.2691,5022.6,588492.725,0,0
1981-05-01,,52.5803,5039.1,584330.702,0,0
1981-06-01,,52.8284,5071.2,582788.507,0,0
1981-07-01,,53.1751,5125,584128.884,0,0
1981-08-01,,53.1679,5150.8,581789.571,0,1
1981-09-01,,52.8514,5146.4,577787.48,1,1
1981-10-01,,52.4949,5129.2,569935.613,1,1
1981-11-01,,51.894,5132.7,565529.885,1,1
1981-12-01,,51.3274,5130,558208.584,1,1
1982-01-01,,50.3043,5119.7,555271.433,1,1
1982-02-01,,51.3016,5138.5,564134.929,1,1
1982-03-01,,50.9104,5134.1,564585.529,1,1
1982-04-01,,50.4627,5163.4,565222.716,1,1
1982-05-01,,50.138,5164.6,568131.943,1,1
1982-06-01,,49.9692,5142.6,560076.989,1,1
1982-07-01,,49.8138,5123.2,557917.916,1,1
1982-08-01,,49.3773,5133.3,552802.652,1,1
1982-09-01,,49.226,5122.2,553870.13,1,1
1982-10-01,,48.7874,5111.6,548169.72,1,1
1982-11-01,,48.592,5114.7,549662.413,1,1
1982-12-01,,48.2424,5143.9,548151.95,1,0
